"Source","Station","Latitude","Longitude","Date","Datetime","DissAmmonia","DissAmmonia_Sign","DissNitrateNitrite","DissNitrateNitrite_Sign","DissOrthophos","DissOrthophos_Sign","Chlorophyll","Chlorophyll_Sign","Month","Year","Nitrate","Phosphorus","Chl","Ammonium"
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2015-10-27,2015-10-27 10:30:00,0.01,"=",0.06,"=",0.03,"=",NA,"=",10,2015,0.06,0.03,NA,0.01
"USGS_CAWSC","USGS-11455420",38.14904444,-121.6889444,2015-09-14,2015-09-14 08:00:00,0.07,"=",0.371,"=",0.107,"=",NA,"=",9,2015,0.371,0.107,NA,0.07
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2015-11-12,2015-11-12 11:00:00,0.25,"=",0.58,"=",0.1,"=",NA,"=",11,2015,0.58,0.1,NA,0.25
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2015-05-14,2015-05-14 09:31:00,0.12,"=",0.411,"=",0.117,"=",NA,"=",5,2015,0.411,0.117,NA,0.12
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2016-07-19,2016-07-19 10:10:00,0.04,"=",0.149,"=",0.059,"=",NA,"=",7,2016,0.149,0.059,NA,0.04
"USGS_CAWSC","USGS-11455167",38.2903861,-121.662225,2016-11-17,2016-11-17 10:26:00,0.03,"=",0.233,"=",0.087,"=",1.6,"=",11,2016,0.233,0.087,1.6,0.03
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2015-07-21,2015-07-21 12:00:00,0.02,"=",0.04,"< (estimated)",0.139,"=",NA,"=",7,2015,0,0.139,NA,0.02
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2015-10-13,2015-10-13 11:15:00,0.12,"=",0.385,"=",0.1,"=",NA,"=",10,2015,0.385,0.1,NA,0.12
"USGS_CAWSC","USGS-11455420",38.14904444,-121.6889444,2016-04-18,2016-04-18 08:30:00,0.21,"=",0.186,"=",0.056,"=",NA,"=",4,2016,0.186,0.056,NA,0.21
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2015-06-18,2015-06-18 09:47:00,0.04,"=",0.103,"=",0.156,"=",NA,"=",6,2015,0.103,0.156,NA,0.04
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2015-09-17,2015-09-17 09:00:00,0.9,"=",0.121,"=",0.128,"=",NA,"=",9,2015,0.121,0.128,NA,0.9
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2015-11-19,2015-11-19 09:00:00,NA,"=",0.12,"=",NA,"=",NA,"=",11,2015,0.12,NA,NA,NA
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2015-09-03,2015-09-03 11:45:00,0.02,"=",0.04,"< (estimated)",0.172,"=",NA,"=",9,2015,0,0.172,NA,0.02
"USGS_CAWSC","USGS-11455142",38.34166667,-121.6438889,2015-10-15,2015-10-15 08:00:00,0.04,"=",0.358,"=",0.11,"=",NA,"=",10,2015,0.358,0.11,NA,0.04
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2015-06-11,2015-06-11 11:32:00,0.23,"=",0.425,"=",0.104,"=",NA,"=",6,2015,0.425,0.104,NA,0.23
"USGS_CAWSC","USGS-11455420",38.14904444,-121.6889444,2015-09-10,2015-09-10 08:00:00,0.1,"=",0.347,"=",0.103,"=",NA,"=",9,2015,0.347,0.103,NA,0.1
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2016-05-06,2016-05-06 15:00:00,0.15,"=",0.192,"=",0.111,"=",24.1,"=",5,2016,0.192,0.111,24.1,0.15
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2016-06-21,2016-06-21 10:15:00,0.01,"=",0.04,"< (estimated)",0.02,"=",1.7,"=",6,2016,0,0.02,1.7,0.01
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2015-08-18,2015-08-18 09:45:00,0.01,"=",0.04,"< (estimated)",0.119,"=",NA,"=",8,2015,0,0.119,NA,0.01
"USGS_CAWSC","USGS-11312685",38.00305556,-121.5108333,2015-09-10,2015-09-10 12:58:00,0.02,"=",0.179,"=",0.09,"=",NA,"=",9,2015,0.179,0.09,NA,0.02
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2015-05-20,2015-05-20 12:32:00,0.03,"=",0.23,"=",0.153,"=",NA,"=",5,2015,0.23,0.153,NA,0.03
"USGS_CAWSC","USGS-11313460",38.05944444,-121.5572222,2016-04-18,2016-04-18 14:30:00,0.09,"=",0.323,"=",0.069,"=",NA,"=",4,2016,0.323,0.069,NA,0.09
"USGS_CAWSC","USGS-11312685",38.00305556,-121.5108333,2015-09-14,2015-09-14 11:31:00,0.02,"=",0.193,"=",0.093,"=",NA,"=",9,2015,0.193,0.093,NA,0.02
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2015-11-05,2015-11-05 09:16:00,0.02,"=",0.07,"=",0.12,"=",NA,"=",11,2015,0.07,0.12,NA,0.02
"USGS_CAWSC","USGS-11313460",38.05944444,-121.5572222,2015-10-21,2015-10-21 11:02:00,0.06,"=",0.369,"=",0.09,"=",NA,"=",10,2015,0.369,0.09,NA,0.06
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2015-02-17,2015-02-17 11:30:00,0.15,"=",0.485,"=",0.106,"=",NA,"=",2,2015,0.485,0.106,NA,0.15
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2017-09-28,2017-09-28 08:30:00,0.32,"=",0.074,"=",0.049,"=",1.6,"= (estimated)",9,2017,0.074,0.049,1.6,0.32
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2017-07-25,2017-07-25 11:00:00,0.25,"=",0.058,"=",0.042,"=",4.4,"=",7,2017,0.058,0.042,4.4,0.25
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2017-03-08,2017-03-08 18:15:00,0.01,"< (estimated)",0.179,"=",0.056,"=",14.1,"=",3,2017,0.179,0.056,14.1,0
"USGS_CAWSC","USGS-11313460",38.05944444,-121.5572222,2015-09-14,2015-09-14 14:19:00,0.05,"=",0.26,"=",0.098,"=",NA,"=",9,2015,0.26,0.098,NA,0.05
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2015-04-23,2015-04-23 09:32:00,0.03,"=",0.181,"=",0.159,"=",NA,"=",4,2015,0.181,0.159,NA,0.03
"USGS_CAWSC","USGS-11455478",38.093252,-121.7371772,2015-07-09,2015-07-09 09:30:00,0.03,"=",0.45,"=",0.112,"=",NA,"=",7,2015,0.45,0.112,NA,0.03
"USGS_CAWSC","USGS-11455478",38.093252,-121.7371772,2015-05-19,2015-05-19 14:16:00,0.12,"=",0.591,"=",0.107,"=",NA,"=",5,2015,0.591,0.107,NA,0.12
"USGS_CAWSC","USGS-11455420",38.14904444,-121.6889444,2015-10-21,2015-10-21 07:55:00,0.19,"=",0.501,"=",0.098,"=",NA,"=",10,2015,0.501,0.098,NA,0.19
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2015-02-19,2015-02-19 10:45:00,0.39,"=",0.313,"=",0.081,"=",NA,"=",2,2015,0.313,0.081,NA,0.39
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2015-10-01,2015-10-01 09:45:00,0.16,"=",0.408,"=",0.103,"=",NA,"=",10,2015,0.408,0.103,NA,0.16
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2015-06-23,2015-06-23 09:47:00,0.12,"=",0.399,"=",0.1,"=",NA,"=",6,2015,0.399,0.1,NA,0.12
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2015-03-10,2015-03-10 11:00:00,0.28,"=",0.459,"=",0.105,"=",NA,"=",3,2015,0.459,0.105,NA,0.28
"USGS_CAWSC","USGS-11455478",38.093252,-121.7371772,2015-08-06,2015-08-06 08:45:00,0.03,"=",0.359,"=",0.091,"=",NA,"=",8,2015,0.359,0.091,NA,0.03
"USGS_CAWSC","USGS-11455143",38.3354111,-121.658186,2017-07-31,2017-07-31 22:05:00,0.01,"=",0.04,"< (estimated)",0.157,"=",NA,"=",7,2017,0,0.157,NA,0.01
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2017-04-11,2017-04-11 12:15:00,0.01,"< (estimated)",0.061,"=",0.047,"=",19,"=",4,2017,0.061,0.047,19,0
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2015-04-07,2015-04-07 11:02:00,0.31,"=",0.447,"=",0.109,"=",NA,"=",4,2015,0.447,0.109,NA,0.31
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2015-08-20,2015-08-20 08:30:00,0.53,"=",0.101,"=",0.083,"=",NA,"=",8,2015,0.101,0.083,NA,0.53
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2015-07-07,2015-07-07 08:45:00,0.47,"=",0.082,"=",0.07,"=",NA,"=",7,2015,0.082,0.07,NA,0.47
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2015-03-12,2015-03-12 09:30:00,0.05,"=",0.417,"=",0.204,"=",NA,"=",3,2015,0.417,0.204,NA,0.05
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2015-03-19,2015-03-19 12:15:00,0.02,"=",0.13,"=",0.03,"=",NA,"=",3,2015,0.13,0.03,NA,0.02
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2017-07-24,2017-07-24 14:40:00,0.01,"< (estimated)",0.04,"< (estimated)",0.154,"=",NA,"=",7,2017,0,0.154,NA,0
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2017-09-28,2017-09-28 10:30:00,0.01,"< (estimated)",0.04,"< (estimated)",0.021,"=",2.1,"= (estimated)",9,2017,0,0.021,2.1,0
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2015-07-09,2015-07-09 11:30:00,0.08,"=",0.353,"=",0.088,"=",NA,"=",7,2015,0.353,0.088,NA,0.08
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2015-09-03,2015-09-03 08:45:00,0.14,"=",0.318,"=",0.099,"=",NA,"=",9,2015,0.318,0.099,NA,0.14
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2015-10-01,2015-10-01 11:45:00,0.03,"=",0.052,"=",0.148,"=",NA,"=",10,2015,0.052,0.148,NA,0.03
"USGS_CAWSC","USGS-11455478",38.093252,-121.7371772,2015-02-17,2015-02-17 10:00:00,0.14,"=",0.44,"=",0.089,"=",NA,"=",2,2015,0.44,0.089,NA,0.14
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2015-08-04,2015-08-04 09:45:00,0.1,"=",0.332,"=",0.082,"=",NA,"=",8,2015,0.332,0.082,NA,0.1
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2015-04-09,2015-04-09 09:32:00,0.73,"=",0.132,"=",0.104,"=",NA,"=",4,2015,0.132,0.104,NA,0.73
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2015-05-21,2015-05-21 11:01:00,0.5,"=",0.146,"=",0.079,"=",NA,"=",5,2015,0.146,0.079,NA,0.5
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2015-10-27,2015-10-27 08:00:00,0.55,"=",0.161,"=",0.082,"=",NA,"=",10,2015,0.161,0.082,NA,0.55
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2015-05-12,2015-05-12 12:31:00,0.05,"=",0.188,"=",0.166,"=",NA,"=",5,2015,0.188,0.166,NA,0.05
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2015-02-10,2015-02-10 12:45:00,0.09,"=",0.521,"=",0.187,"=",NA,"=",2,2015,0.521,0.187,NA,0.09
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2015-05-21,2015-05-21 08:46:00,0.02,"=",0.066,"=",0.033,"=",NA,"=",5,2015,0.066,0.033,NA,0.02
"USGS_CAWSC","USGS-11455478",38.093252,-121.7371772,2015-06-11,2015-06-11 10:02:00,0.07,"=",0.566,"=",0.105,"=",NA,"=",6,2015,0.566,0.105,NA,0.07
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2015-03-19,2015-03-19 08:30:00,0.87,"=",0.21,"=",0.122,"=",NA,"=",3,2015,0.21,0.122,NA,0.87
"USGS_CAWSC","USGS-11455478",38.093252,-121.7371772,2015-11-12,2015-11-12 09:30:00,0.1,"=",0.59,"=",0.1,"=",NA,"=",11,2015,0.59,0.1,NA,0.1
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2015-05-20,2015-05-20 11:32:00,0.16,"=",0.448,"=",0.1,"=",NA,"=",5,2015,0.448,0.1,NA,0.16
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2015-11-19,2015-11-19 09:30:00,0.83,"=",0.222,"=",0.118,"=",NA,"=",11,2015,0.222,0.118,NA,0.83
"USGS_CAWSC","USGS-11455142",38.34166667,-121.6438889,2015-09-15,2015-09-15 08:15:00,0.03,"=",0.258,"=",0.115,"=",NA,"=",9,2015,0.258,0.115,NA,0.03
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2017-09-01,2017-09-01 09:00:00,0.3,"=",0.081,"=",0.056,"=",NA,"=",9,2017,0.081,0.056,NA,0.3
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2015-09-10,2015-09-10 11:15:00,0.09,"=",0.235,"=",0.109,"=",NA,"=",9,2015,0.235,0.109,NA,0.09
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2015-06-16,2015-06-16 09:32:00,0.53,"=",0.143,"=",0.091,"=",NA,"=",6,2015,0.143,0.091,NA,0.53
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2015-02-25,2015-02-25 09:30:00,0.01,"=",0.24,"=",0.04,"=",NA,"=",2,2015,0.24,0.04,NA,0.01
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2016-05-20,2016-05-20 11:40:00,0.17,"=",0.137,"=",0.076,"=",NA,"=",5,2016,0.137,0.076,NA,0.17
"USGS_CAWSC","USGS-382006121401601",38.33500556,-121.6711083,2016-05-06,2016-05-06 14:00:00,0.02,"=",0.119,"=",0.213,"=",10.4,"=",5,2016,0.119,0.213,10.4,0.02
"USGS_CAWSC","USGS-11455478",38.093252,-121.7371772,2016-07-12,2016-07-12 08:15:00,0.1,"=",0.194,"=",0.048,"=",5,"=",7,2016,0.194,0.048,5,0.1
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2016-09-29,2016-09-29 11:00:00,0.01,"< (estimated)",0.04,"< (estimated)",0.113,"=",4.6,"=",9,2016,0,0.113,4.6,0
"USGS_CAWSC","USGS-11455166",38.29041667,-121.6659722,2016-05-24,2016-05-24 08:15:00,0.01,"< (estimated)",0.119,"=",0.099,"=",13,"=",5,2016,0.119,0.099,13,0
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2016-11-14,2016-11-14 12:30:00,0.19,"=",0.4,"=",0.09,"=",1.2,"=",11,2016,0.4,0.09,1.2,0.19
"USGS_CAWSC","USGS-11455142",38.34166667,-121.6438889,2016-09-21,2016-09-21 08:00:00,0.01,"=",0.044,"=",0.072,"=",6.1,"=",9,2016,0.044,0.072,6.1,0.01
"USGS_CAWSC","USGS-11455167",38.2903861,-121.662225,2016-10-20,2016-10-20 10:38:00,0.1,"=",0.18,"=",0.085,"=",1.1,"=",10,2016,0.18,0.085,1.1,0.1
"USGS_CAWSC","USGS-11455142",38.34166667,-121.6438889,2016-03-10,2016-03-10 09:00:00,0.03,"=",0.49,"=",0.1,"=",2.5,"=",3,2016,0.49,0.1,2.5,0.03
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2016-09-20,2016-09-20 10:00:00,0.13,"=",0.153,"=",0.069,"=",1.3,"=",9,2016,0.153,0.069,1.3,0.13
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2016-11-09,2016-11-09 12:00:00,0.2,"=",0.41,"=",0.08,"=",1,"=",11,2016,0.41,0.08,1,0.2
"USGS_CAWSC","USGS-382006121401601",38.33500556,-121.6711083,2016-03-31,2016-03-31 10:30:00,0.01,"< (estimated)",0.04,"< (estimated)",0.196,"=",46.6,"=",3,2016,0,0.196,46.6,0
"USGS_CAWSC","USGS-11455335",38.2561111,-121.6666667,2016-05-20,2016-05-20 10:20:00,0.08,"=",0.124,"=",0.069,"=",NA,"=",5,2016,0.124,0.069,NA,0.08
"USGS_CAWSC","USGS-11455142",38.34166667,-121.6438889,2016-06-09,2016-06-09 08:00:00,0.05,"=",0.276,"=",0.091,"=",2.1,"=",6,2016,0.276,0.091,2.1,0.05
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2016-03-22,2016-03-22 11:45:00,0.05,"=",0.149,"=",0.106,"=",4.4,"=",3,2016,0.149,0.106,4.4,0.05
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2016-03-08,2016-03-08 12:30:00,0.14,"=",0.38,"=",0.1,"=",5,"=",3,2016,0.38,0.1,5,0.14
"USGS_CAWSC","USGS-11455478",38.093252,-121.7371772,2016-05-20,2016-05-20 12:50:00,0.17,"=",0.231,"=",0.063,"=",NA,"=",5,2016,0.231,0.063,NA,0.17
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2016-07-12,2016-07-12 10:00:00,0.17,"=",0.161,"=",0.053,"=",3.3,"=",7,2016,0.161,0.053,3.3,0.17
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2016-10-20,2016-10-20 09:00:00,0.43,"=",0.209,"=",0.084,"=",1.2,"=",10,2016,0.209,0.084,1.2,0.43
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2016-09-29,2016-09-29 09:00:00,0.1,"=",0.159,"=",0.071,"=",1.3,"=",9,2016,0.159,0.071,1.3,0.1
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2016-11-22,2016-11-22 09:15:00,0.02,"=",0.186,"=",0.06,"=",1.6,"=",11,2016,0.186,0.06,1.6,0.02
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2016-02-09,2016-02-09 08:45:00,0.19,"=",0.46,"=",0.08,"=",1.4,"=",2,2016,0.46,0.08,1.4,0.19
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2016-10-12,2016-10-12 11:15:00,0.19,"=",0.219,"=",0.07,"=",1.1,"=",10,2016,0.219,0.07,1.1,0.19
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2016-08-30,2016-08-30 11:30:00,0.01,"< (estimated)",0.04,"< (estimated)",0.097,"=",6,"=",8,2016,0,0.097,6,0
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2016-08-03,2016-08-03 11:00:00,0.27,"=",0.04,"< (estimated)",0.042,"=",3.4,"=",8,2016,0,0.042,3.4,0.27
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2016-07-28,2016-07-28 11:00:00,0.01,"=",0.04,"< (estimated)",0.01,"=",2.1,"=",7,2016,0,0.01,2.1,0.01
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2016-06-21,2016-06-21 08:00:00,0.28,"=",0.06,"=",0.048,"=",1.3,"=",6,2016,0.06,0.048,1.3,0.28
"USGS_CAWSC","USGS-11337190",38.0521424,-121.6888428,2016-09-27,2016-09-27 11:00:00,0.03,"=",0.204,"=",0.069,"=",2.1,"=",9,2016,0.204,0.069,2.1,0.03
"USGS_CAWSC","USGS-11455167",38.2903861,-121.662225,2016-09-20,2016-09-20 15:10:00,0.01,"< (estimated)",0.04,"< (estimated)",0.093,"=",4.3,"=",9,2016,0,0.093,4.3,0
"USGS_CAWSC","USGS-11455478",38.093252,-121.7371772,2016-05-25,2016-05-25 13:10:00,0.24,"=",0.192,"=",0.058,"=",2.6,"=",5,2016,0.192,0.058,2.6,0.24
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2016-05-25,2016-05-25 14:25:00,0.12,"=",0.18,"=",0.082,"=",8.2,"=",5,2016,0.18,0.082,8.2,0.12
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2016-05-24,2016-05-24 12:00:00,0.03,"=",0.092,"=",0.151,"=",5,"=",5,2016,0.092,0.151,5,0.03
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2016-08-18,2016-08-18 13:00:00,0.37,"=",0.094,"=",0.061,"=",1.8,"=",8,2016,0.094,0.061,1.8,0.37
"USGS_CAWSC","USGS-382006121401601",38.33500556,-121.6711083,2016-08-03,2016-08-03 16:30:00,0.01,"=",0.04,"< (estimated)",0.173,"=",NA,"=",8,2016,0,0.173,NA,0.01
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2016-03-24,2016-03-24 10:00:00,0.01,"< (estimated)",0.15,"=",0.03,"=",3.9,"=",3,2016,0.15,0.03,3.9,0
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2016-04-05,2016-04-05 11:15:00,0.08,"=",0.177,"=",0.116,"=",8.5,"=",4,2016,0.177,0.116,8.5,0.08
"USGS_CAWSC","USGS-11312685",38.00305556,-121.5108333,2016-07-13,2016-07-13 12:10:00,0.01,"< (estimated)",0.053,"=",0.049,"=",NA,"=",7,2016,0.053,0.049,NA,0
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2016-07-26,2016-07-26 08:45:00,0.13,"=",0.134,"=",0.049,"=",5.5,"=",7,2016,0.134,0.049,5.5,0.13
"USGS_CAWSC","USGS-11337190",38.0521424,-121.6888428,2017-10-31,2017-10-31 08:30:00,0.04,"=",0.266,"=",0.063,"=",1.7,"=",10,2017,0.266,0.063,1.7,0.04
"USGS_CAWSC","USGS-11455142",38.34166667,-121.6438889,2016-11-14,2016-11-14 11:30:00,0.03,"=",0.3,"=",0.09,"=",2.9,"=",11,2016,0.3,0.09,2.9,0.03
"USGS_CAWSC","USGS-11455143",38.3354111,-121.658186,2016-07-19,2016-07-19 13:15:00,0.02,"=",0.04,"< (estimated)",0.198,"=",NA,"=",7,2016,0,0.198,NA,0.02
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2016-02-11,2016-02-11 10:15:00,0.04,"=",0.27,"=",0.13,"=",3,"=",2,2016,0.27,0.13,3,0.04
"USGS_CAWSC","USGS-11455143",38.3354111,-121.658186,2016-10-20,2016-10-20 13:00:00,0.02,"=",0.04,"< (estimated)",0.109,"=",1.9,"=",10,2016,0,0.109,1.9,0.02
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2016-05-12,2016-05-12 08:45:00,0.34,"=",0.137,"=",0.056,"=",1.1,"=",5,2016,0.137,0.056,1.1,0.34
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2016-10-04,2016-10-04 09:00:00,0.34,"=",0.069,"=",0.056,"=",0.9,"=",10,2016,0.069,0.056,0.9,0.34
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2016-06-16,2016-06-16 10:30:00,0.01,"< (estimated)",0.04,"< (estimated)",0.088,"=",12.9,"=",6,2016,0,0.088,12.9,0
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2016-08-10,2016-08-10 07:00:00,0.21,"=",0.04,"< (estimated)",0.045,"=",6.2,"=",8,2016,0,0.045,6.2,0.21
"USGS_CAWSC","USGS-11455142",38.34166667,-121.6438889,2016-07-14,2016-07-14 10:30:00,0.01,"=",0.137,"=",0.096,"=",2.1,"=",7,2016,0.137,0.096,2.1,0.01
"USGS_CAWSC","USGS-11455142",38.34166667,-121.6438889,2016-08-11,2016-08-11 10:30:00,0.01,"=",0.04,"< (estimated)",0.071,"=",3.5,"=",8,2016,0,0.071,3.5,0.01
"USGS_CAWSC","USGS-11455167",38.2903861,-121.662225,2016-08-03,2016-08-03 18:20:00,0.01,"< (estimated)",0.04,"< (estimated)",0.072,"=",9.9,"=",8,2016,0,0.072,9.9,0
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2016-08-03,2016-08-03 16:45:00,0.03,"=",0.04,"< (estimated)",0.155,"=",NA,"=",8,2016,0,0.155,NA,0.03
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2017-02-24,2017-02-24 11:30:00,0.01,"< (estimated)",0.084,"=",0.011,"=",NA,"=",2,2017,0.084,0.011,NA,0
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2016-06-16,2016-06-16 08:15:00,0.01,"< (estimated)",0.148,"=",0.057,"=",27.4,"=",6,2016,0.148,0.057,27.4,0
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2017-10-11,2017-10-11 14:20:00,0.01,"< (estimated)",0.04,"< (estimated)",0.105,"=",2.3,"= (estimated)",10,2017,0,0.105,2.3,0
"USGS_CAWSC","USGS-11455478",38.093252,-121.7371772,2016-11-09,2016-11-09 09:45:00,0.15,"=",0.45,"=",0.08,"=",2.4,"=",11,2016,0.45,0.08,2.4,0.15
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2016-04-26,2016-04-26 08:15:00,0.05,"=",0.177,"=",0.204,"=",4.5,"=",4,2016,0.177,0.204,4.5,0.05
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2018-05-30,2018-05-30 09:50:00,0.22,"=",0.231,"=",0.073,"=",1.4,"= (estimated)",5,2018,0.231,0.073,1.4,0.22
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2017-04-19,2017-04-19 08:00:00,0.01,"< (estimated)",0.074,"=",0.016,"=",2.5,"=",4,2017,0.074,0.016,2.5,0
"USGS_CAWSC","USGS-11455276",38.3078583,-121.6924278,2016-07-19,2016-07-19 14:00:00,0.03,"=",0.063,"=",0.164,"=",NA,"=",7,2016,0.063,0.164,NA,0.03
"USGS_CAWSC","USGS-11455146",38.32885,-121.6675306,2017-09-19,2017-09-19 16:06:00,0.01,"< (estimated)",0.04,"< (estimated)",0.117,"=",3.4,"=",9,2017,0,0.117,3.4,0
"USGS_CAWSC","USGS-11447890",38.25769218,-121.5182865,2016-11-22,2016-11-22 11:45:00,0.3,"=",0.196,"=",0.079,"=",0.7,"=",11,2016,0.196,0.079,0.7,0.3
"USGS_CAWSC","USGS-11455315",38.2430111,-121.684286,2016-02-18,2016-02-18 10:45:00,0.2,"=",0.43,"=",0.07,"=",1.7,"=",2,2016,0.43,0.07,1.7,0.2
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2017-09-14,2017-09-14 09:30:00,0.13,"=",0.122,"=",0.067,"=",2.6,"=",9,2017,0.122,0.067,2.6,0.13
"USGS_CAWSC","USGS-11337190",38.0521424,-121.6888428,2017-05-16,2017-05-16 08:15:00,0.04,"=",0.122,"=",0.052,"=",1.6,"=",5,2017,0.122,0.052,1.6,0.04
"USGS_CAWSC","USGS-11337190",38.0521424,-121.6888428,2016-11-16,2016-11-16 12:00:00,NA,"=",0.48,"=",0.07,"=",2.7,"=",11,2016,0.48,0.07,2.7,NA
"USGS_CAWSC","USGS-11455420",38.14904444,-121.6889444,2016-07-13,2016-07-13 08:40:00,0.17,"=",0.152,"=",0.051,"=",NA,"=",7,2016,0.152,0.051,NA,0.17
"USGS_CAWSC","USGS-11337190",38.0521424,-121.6888428,2016-10-25,2016-10-25 11:15:00,0.05,"=",0.347,"=",0.074,"=",1.8,"=",10,2016,0.347,0.074,1.8,0.05
"USGS_CAWSC","USGS-11447650",38.45601954,-121.5013437,2017-07-25,2017-07-25 08:00:00,0.01,"=",0.043,"=",0.023,"=",3.3,"=",7,2017,0.043,0.023,3.3,0.01
"USGS_CAWSC","USGS-11455350",38.21277778,-121.6691667,2016-07-19,2016-07-19 09:50:00,0.09,"=",0.159,"=",0.059,"=",NA,"=",7,2016,0.159,0.059,NA,0.09
