County Name,Water Body Name,Landmarks,Advisory Level,DetailStaticText,Advisory Detail Descr Display,Advisory Detail Descr,Advisory Level Description,Advisory Level,BloomInfo ID,Contact Org,County Name,Date Created,First Report,Landmarks,Rec Land Manager,RegionName,Report Updated On,Water Body Manager,Water Body Name,Latitude,Longitude
Lake,Clear Lake,"Oaks Arm, Center of the Lake (DWR Site CL-4)",Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3246,Big Valley Rancheria,Lake,4/15/2022,2/21/2022,"Oaks Arm, Center of the Lake (DWR Site CL-4)",Unknown,Region 5 - Central Valley,9/22/2022,Unknown,Clear Lake,39.0116,-122.69611
Lake,Clear Lake,"Oaks Arm, UCD site (OA-04)",Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3249,Big Valley Rancheria,Lake,4/15/2022,2/21/2022,"Oaks Arm, UCD site (OA-04)",Unknown,Region 5 - Central Valley,8/24/2022,Unknown,Clear Lake,39.0127,-122.699
Lake,Clear Lake,Redbud Park (RED01),Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3242,Big Valley Rancheria,Lake,4/15/2022,2/21/2022,Redbud Park (RED01),Unknown,Region 5 - Central Valley,9/22/2022,Unknown,Clear Lake,38.948472,-122.63778
Lake,Clear Lake,Rodman Slough (RODS),Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3322,Big Valley Rancheria,Lake,5/19/2022,5/10/2022,Rodman Slough (RODS),,Region 5 - Central Valley,9/22/2022,,Clear Lake,39.118142,-122.88643
Lake,Clear Lake,Soda Bay Cove (CLV7),Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3321,Big Valley Rancheria,Lake,5/19/2022,5/10/2022,Soda Bay Cove (CLV7),,Region 5 - Central Valley,9/22/2022,,Clear Lake,39.003128,-122.79816
Lake,Clear Lake,Tule Boat Launch (The Point) (BVCL6),Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3235,Big Valley Rancheria,Lake,5/18/2022,5/18/2022,Tule Boat Launch (The Point) (BVCL6),Unknown,Region 5 - Central Valley,9/22/2022,Unknown,Clear Lake,39.026872,-122.88674
Lake,Clear Lake,"Upper Arm, Center of the Lake (DWR site CL-1)",Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3243,Big Valley Rancheria,Lake,4/15/2022,2/21/2022,"Upper Arm, Center of the Lake (DWR site CL-1)",Unknown,Region 5 - Central Valley,9/22/2022,Unknown,Clear Lake,39.0632,-122.86611
Lake,Clear Lake,"Upper Arm, UCD site (UA-01)",Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3248,Big Valley Rancheria,Lake,4/15/2022,2/21/2022,"Upper Arm, UCD site (UA-01)",Unknown,Region 5 - Central Valley,8/24/2022,Unknown,Clear Lake,39.024,-122.788
Lake,Clear Lake,"Upper Arm, UCD site (UA-06)",Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3245,Big Valley Rancheria,Lake,4/15/2022,2/21/2022,"Upper Arm, UCD site (UA-06)",Unknown,Region 5 - Central Valley,8/24/2022,Unknown,Clear Lake,39.061,-122.817
Lake,Clear Lake,"Upper Arm, UCD site (UA-08)",Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3244,Big Valley Rancheria,Lake,4/15/2022,2/21/2022,"Upper Arm, UCD site (UA-08)",Unknown,Region 5 - Central Valley,8/24/2022,Unknown,Clear Lake,39.094,-122.847
Lake,Clear Lake,West of Sulphur Bank Mercury Mine (SBMMEL01),Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3323,Big Valley Rancheria,Lake,5/19/2022,5/10/2022,West of Sulphur Bank Mercury Mine (SBMMEL01),,Region 5 - Central Valley,9/22/2022,,Clear Lake,38.99986,-122.6712
Lake,Forbes Creek,S. Main St. (FC2),Last verified >90 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3512,Big Valley Rancheria,Lake,7/1/2022,7/1/2022,S. Main St. (FC2),,Region 5 - Central Valley,7/1/2022,,Forbes Creek,39.040986,-122.9151
Lake,Lake Pillsbury,Resort,Caution,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3384,"Mike Thomas, FHAB",Lake,5/25/2022,5/17/2022,Resort,County Environmental Health Department,Region 1 - North Coast,10/12/2022,Pacific Gas and Electric,Lake Pillsbury,39.42121,-122.95815
Lake,Manning Creek,(MC2),Last verified >90 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3511,Big Valley Rancheria,Lake,7/1/2022,7/1/2022,(MC2),,Region 5 - Central Valley,7/1/2022,,Manning Creek,38.995186,-122.93266
Lake,Seiger Canyon Creek,Seigler Canyon Rd. (SEIG02),Last verified >90 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3510,Big Valley Rancheria,Lake,7/1/2022,7/1/2022,Seigler Canyon Rd. (SEIG02),,Region 5 - Central Valley,7/1/2022,,Seiger Canyon Creek,38.89525,-122.65033
Lake,St. Helena Creek,At Hwy29/Hilderbrand Dr. (SHC2),Last verified >90 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3534,Big Valley Rancheria EPA,Lake,7/8/2022,5/24/2022,At Hwy29/Hilderbrand Dr. (SHC2),County Environmental Health Department,Region 5 - Central Valley,7/12/2022,,St. Helena Creek,38.704167,-122.60388
Lake,Stanton Creek ~1.4mi above Indian Valley Res.,Stanton Creek ~1.4mi above Indian Valley Res.,Last verified >90 days ago,Detail,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3476,,Lake,6/16/2022,6/8/2022,Stanton Creek ~1.4mi above Indian Valley Res.,,Region 5 - Central Valley,6/16/2022,,Stanton Creek ~1.4mi above Indian Valley Res.,39.1846,-122.5356
Lake,Upper Blue Lake (Lake County),unspecified location,Last verified >90 days ago,Detail,"Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.","Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.",No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3489,,Lake,7/7/2022,6/27/2022,unspecified location,,Region 5 - Central Valley,6/27/2022,,Upper Blue Lake (Lake County),39.172248,-123.0204
Lassen,Eagle Lake,Christie Day Use,Last verified >30 days ago,Detail,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3313,Lassen National Forest,Lassen,5/19/2022,5/12/2022,Christie Day Use,"United States Bureau of Reclamation, United States Forest Service",Region 6 - Lahontan,8/16/2022,,Eagle Lake,40.564266,-120.83199
Lassen,Eagle Lake,Merrill Campground,Last verified >30 days ago,Detail,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3312,Lassen National Forest,Lassen,5/19/2022,5/12/2022,Merrill Campground,,Region 6 - Lahontan,8/24/2022,,Eagle Lake,40.553026,-120.81081
Lassen,Rice  Creek,North arm near town of Mineral,Last verified >90 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3581,Dept. of Fish and Wildlife,Lassen,7/22/2022,7/13/2022,North arm near town of Mineral,National Park Service,Region 5 - Central Valley,7/22/2022,National Park Service,Rice  Creek,40.4002,-121.439
Lassen,Rock Creek,~5.7mi above Jennie Creek,Last verified >90 days ago,Detail,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3544,CA Dept of Fish and Wildlife,Lassen,7/13/2022,7/6/2022,~5.7mi above Jennie Creek,National Park Service,Region 5 - Central Valley,7/13/2022,,Rock Creek,40.3887,-121.1574
Los Angeles,Castaic Lake,"Castaic Lake, boat launch",Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3401,Department of Water Resources (DWR),Los Angeles,7/15/2022,5/16/2022,"Castaic Lake, boat launch",,Region 4 - Los Angeles,9/23/2022,,Castaic Lake,34.51889,-118.6
Los Angeles,Castaic Lake,"Castaic Lake, Lagoon Swim beach",Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3402,Department of Water Resources (DWR),Los Angeles,7/15/2022,5/16/2022,"Castaic Lake, Lagoon Swim beach",,Region 4 - Los Angeles,9/23/2022,,Castaic Lake,34.505,-118.6125
Los Angeles,Castaic Lake,"Castaic Lake, oulet",Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3403,Department of Water Resources (DWR),Los Angeles,7/15/2022,5/16/2022,"Castaic Lake, oulet",,Region 4 - Los Angeles,9/23/2022,,Castaic Lake,34.5152,-118.6101
Los Angeles,"El Dorado Park ponds, Long Beach","Long Beach, CA 90808",Last verified >30 days ago,Detail,"Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3603,Private,Los Angeles,8/11/2022,7/25/2022,"Long Beach, CA 90808",,Region 4 - Los Angeles,8/4/2022,,"El Dorado Park ponds, Long Beach",33.80097,-118.09646
Los Angeles,Puddingstone Reservoir,Bonelli RV Resort and Campground,Last verified >90 days ago,Detail,Advisory is based on visual monitoring for indicators of harmful algal bloom.,Advisory is based on visual monitoring for indicators of harmful algal bloom.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3259,County of LA Dept. of Parks and Recreation,Los Angeles,5/11/2022,5/9/2022,Bonelli RV Resort and Campground,Local Park and Recreation Department,Region 4 - Los Angeles,5/11/2022,Public entity,Puddingstone Reservoir,34.090156,-117.79486
Los Angeles,Pyramid Lake,"Pyramid Lake, Emigrant Landing Swim beach",Caution,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3399,Department of Water Resources (DWR),Los Angeles,7/15/2022,5/17/2022,"Pyramid Lake, Emigrant Landing Swim beach",,Region 4 - Los Angeles,10/18/2022,,Pyramid Lake,34.675,-118.78027
Los Angeles,Pyramid Lake,"Pyramid Lake, oulet",Caution,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3398,Department of Water Resources (DWR),Los Angeles,7/15/2022,5/17/2022,"Pyramid Lake, oulet",,Region 4 - Los Angeles,10/18/2022,,Pyramid Lake,34.6449,-118.7642
Los Angeles,Pyramid Lake,"Pyramid Lake, Vaquero Swim beach",Caution,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3400,Department of Water Resources (DWR),Los Angeles,7/15/2022,5/17/2022,"Pyramid Lake, Vaquero Swim beach",,Region 4 - Los Angeles,10/18/2022,,Pyramid Lake,34.661389,-118.76555
Los Angeles,Quail Lake,Quail Lake outlet,Caution,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3396,Department of Water Resources (DWR),Los Angeles,9/2/2022,5/16/2022,Quail Lake outlet,,Region 6 - Lahontan,10/18/2022,California Department of Water Resources,Quail Lake,34.773296,-118.7579
Los Angeles,Santa Fe Reservoir,,Last verified >90 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3170,California Department of Fish and Wildlife,Los Angeles,1/25/2022,1/18/2022,,Unknown,Region 4 - Los Angeles,5/11/2022,Unknown,Santa Fe Reservoir,34.112149,-117.94317
Madera,Chowchilla River,at the Raymond Bridge,None,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.",No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,None,3191,CA Waterboard Region 5,Madera,2/9/2022,1/25/2022,at the Raymond Bridge,Unknown,Region 5 - Central Valley,10/10/2022,Unknown,Chowchilla River,37.259777,-119.94558
Madera,Eastman Lake,east boat ramp 1 (539MAD400),Warning,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","NO SWIMMING. Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Do not eat shellfish from this waterbody.",Warning,3172,CA Waterboard Region 5,Madera,6/1/2022,1/25/2022,east boat ramp 1 (539MAD400),Unknown,Region 5 - Central Valley,9/27/2022,United States Army Corps of Engineers,Eastman Lake,37.220192,-119.96653
Madera,Eastman Lake,west boat ramp 2 (539MAD420),Danger,Detail,"Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.; Alert! Observations of scum and surface accumulation of algal material present at this site indicating elevated health risk to humans and animals. Surface accumulations may become stranded along shoreline, children and dogs should avoid contact.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.; Alert! Observations of scum and surface accumulation of algal material present at this site indicating elevated health risk to humans and animals. Surface accumulations may become stranded along shoreline, children and dogs should avoid contact.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","STAY OUT OF THE WATER. Do not touch scum in the water or shore. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Do not eat shellfish from this waterbody.",Danger,3173,CA Waterboard Region 5,Madera,6/1/2022,1/25/2022,west boat ramp 2 (539MAD420),Unknown,Region 5 - Central Valley,10/10/2022,United States Army Corps of Engineers,Eastman Lake,37.22707,-119.98293
Madera,Fresno River,at Hensley Lake,Last verified >90 days ago,Detail,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3192,CA Waterboard Region 5,Madera,2/9/2022,1/24/2022,at Hensley Lake,Unknown,Region 5 - Central Valley,6/22/2022,Unknown,Fresno River,37.14278,-119.86333
Madera,Hensley Lake,at East Floating Dock (539MAD002),Danger,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.; Alert! Observations of scum and surface accumulation of algal material present at this site indicating elevated health risk to humans and animals. Surface accumulations may become stranded along shoreline, children and dogs should avoid contact.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.; Alert! Observations of scum and surface accumulation of algal material present at this site indicating elevated health risk to humans and animals. Surface accumulations may become stranded along shoreline, children and dogs should avoid contact.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","STAY OUT OF THE WATER. Do not touch scum in the water or shore. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Do not eat shellfish from this waterbody.",Danger,3168,CA Waterboard Region 5,Madera,6/1/2022,1/24/2022,at East Floating Dock (539MAD002),Unknown,Region 5 - Central Valley,10/10/2022,United States Army Corps of Engineers,Hensley Lake,37.120313,-119.8774
Madera,Hensley Lake,at West Floating Dock (539MAD001),Danger,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.; Alert! Observations of scum and surface accumulation of algal material present at this site indicating elevated health risk to humans and animals. Surface accumulations may become stranded along shoreline, children and dogs should avoid contact.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.; Alert! Observations of scum and surface accumulation of algal material present at this site indicating elevated health risk to humans and animals. Surface accumulations may become stranded along shoreline, children and dogs should avoid contact.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","STAY OUT OF THE WATER. Do not touch scum in the water or shore. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Do not eat shellfish from this waterbody.",Danger,3169,CA Waterboard Region 5,Madera,6/1/2022,1/24/2022,at West Floating Dock (539MAD001),Unknown,Region 5 - Central Valley,10/10/2022,United States Army Corps of Engineers,Hensley Lake,37.12074,-119.88648
Madera,Lake in Greenhill Gated estates,near Laguna and Lakeshore.  South ave 26 and east 99,Last verified >90 days ago,Detail,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3189,Sierra Golf Management,Madera,2/2/2022,1/26/2022,near Laguna and Lakeshore.  South ave 26 and east 99,Unknown,Region 5 - Central Valley,2/2/2022,Unknown,Lake in Greenhill Gated estates,37.114851,-120.23305
