Time,B9512000,,B9512000,,B9512000,,B9512000,,B9512000,,B9512000,
3/3/2014 21:30,13.8,1,,,2.6,1,620,1,,,,
3/3/2014 21:45,13.7,1,,,2.8,1,623,1,,,,
3/3/2014 22:00,13.7,1,,,2.8,1,620,1,,,,
3/3/2014 22:15,13.7,1,,,2.8,1,624,1,,,,
3/3/2014 22:30,13.7,1,,,2.9,1,627,1,,,,
3/3/2014 22:45,13.7,1,,,2.6,1,626,1,,,,
3/3/2014 23:00,13.7,1,,,2.8,1,625,1,,,,
3/3/2014 23:15,13.7,1,,,2.8,1,627,1,,,,
3/3/2014 23:30,13.7,1,,,2.9,1,626,1,,,,
3/3/2014 23:45,13.7,1,,,3,1,628,1,,,,
3/4/2014 0:00,13.7,1,,,3,1,629,1,,,,
3/4/2014 0:15,13.7,1,,,3.1,1,630,1,,,,
3/4/2014 0:30,13.7,1,,,3.1,1,631,1,,,,
3/4/2014 0:45,13.7,1,,,3.1,1,632,1,,,,
3/4/2014 1:00,13.7,1,,,2.9,1,633,1,,,,
3/4/2014 1:15,13.7,1,,,2.9,1,634,1,,,,
3/4/2014 1:30,13.7,1,,,3,1,636,1,,,,
3/4/2014 1:45,13.7,1,,,2.8,1,636,1,,,,
3/4/2014 2:00,13.7,1,,,3.1,1,636,1,,,,
3/4/2014 2:15,13.7,1,,,3.2,1,635,1,,,,
3/4/2014 2:30,13.7,1,,,3.1,1,632,1,,,,
3/4/2014 2:45,13.7,1,,,2.9,1,628,1,,,,
3/4/2014 3:00,13.7,1,,,2.9,1,627,1,,,,
3/4/2014 3:15,13.7,1,,,3.2,1,624,1,,,,
3/4/2014 3:30,13.7,1,,,3.2,1,624,1,,,,
3/4/2014 3:45,13.7,1,,,3.1,1,624,1,,,,
3/4/2014 4:00,13.7,1,,,3.2,1,624,1,,,,
3/4/2014 4:15,13.7,1,,,2.9,1,625,1,,,,
3/4/2014 4:30,13.7,1,,,4,1,626,1,,,,
3/4/2014 4:45,13.7,1,,,3.7,1,627,1,,,,
3/4/2014 5:00,13.7,1,,,3.4,1,628,1,,,,
3/4/2014 5:15,13.7,1,,,3.3,1,630,1,,,,
3/4/2014 5:30,13.7,1,,,3.3,1,631,1,,,,
3/4/2014 5:45,13.7,1,,,3.2,1,632,1,,,,
3/4/2014 6:00,13.7,1,,,3.1,1,634,1,,,,
3/4/2014 6:15,13.7,1,,,2.9,1,637,1,,,,
3/4/2014 6:30,13.6,1,,,3.3,1,639,1,,,,
3/4/2014 6:45,13.6,1,,,3.2,1,640,1,,,,
3/4/2014 7:00,13.6,1,,,2.9,1,642,1,,,,
3/4/2014 7:15,13.6,1,,,3.2,1,644,1,,,,
3/4/2014 7:30,13.6,1,,,2.9,1,645,1,,,,
3/4/2014 7:45,13.6,1,,,2.5,1,646,1,,,,
3/4/2014 8:00,13.6,1,,,2.9,1,646,1,,,,
3/4/2014 8:15,13.6,1,,,2.8,1,645,1,,,,
3/4/2014 8:30,13.6,1,,,2.8,1,642,1,,,,
3/4/2014 8:45,13.6,1,,,2.8,1,623,1,,,,
3/4/2014 9:00,13.7,1,,,3.1,1,634,1,,,,
3/4/2014 9:15,13.7,1,,,2.9,1,605,1,,,,
3/4/2014 9:30,13.7,1,,,2.9,1,608,1,,,,
3/4/2014 9:45,13.7,1,,,3.1,1,615,1,,,,
3/4/2014 10:00,13.7,1,,,2.8,1,619,1,,,,
3/4/2014 10:15,13.7,1,,,2.8,1,621,1,,,,
3/4/2014 10:30,13.7,1,,,3.3,1,618,1,,,,
3/4/2014 10:45,13.7,1,,,3,1,621,1,,,,
3/4/2014 11:00,13.7,1,,,3,1,622,1,,,,
3/4/2014 11:15,13.7,1,,,2.9,1,622,1,,,,
3/4/2014 11:30,13.8,1,,,2.9,1,622,1,,,,
3/4/2014 11:45,13.8,1,,,2.9,1,622,1,,,,
3/4/2014 12:00,13.8,1,,,2.9,1,624,1,,,,
3/4/2014 12:15,13.8,1,,,3.4,1,626,1,,,,
3/4/2014 12:30,13.8,1,,,3.3,1,626,1,,,,
3/4/2014 12:45,13.8,1,,,3.1,1,626,1,,,,
3/4/2014 13:00,13.9,1,,,3.2,1,627,1,,,,
3/4/2014 13:15,13.9,1,,,3.1,1,627,1,,,,
3/4/2014 13:30,13.9,1,,,3.2,1,628,1,,,,
3/4/2014 13:45,13.9,1,,,2.8,1,629,1,,,,
3/4/2014 14:00,14,1,,,3.2,1,629,1,,,,
3/4/2014 14:15,13.9,1,,,2.9,1,630,1,,,,
3/4/2014 14:30,14,1,,,3.2,1,630,1,,,,
3/4/2014 14:45,14,1,,,2.6,1,630,1,,,,
3/4/2014 15:00,14,1,,,2.9,1,629,1,,,,
3/4/2014 15:15,14,1,,,2.7,1,628,1,,,,
3/4/2014 15:30,14,1,,,3,1,627,1,,,,
3/4/2014 15:45,14,1,,,3.2,1,624,1,,,,
3/4/2014 16:00,14,1,,,3.1,1,623,1,,,,
3/4/2014 16:15,14,1,,,3.7,1,620,1,,,,
3/4/2014 16:30,14.1,1,,,3.5,1,616,1,,,,
3/4/2014 16:45,14.1,1,,,3.4,1,617,1,,,,
3/4/2014 17:00,14.1,1,,,2.9,1,618,1,,,,
3/4/2014 17:15,14.1,1,,,3.2,1,618,1,,,,
3/4/2014 17:30,14.1,1,,,2.9,1,619,1,,,,
3/4/2014 17:45,14.1,1,,,3.2,1,620,1,,,,
3/4/2014 18:00,14.1,1,,,3.1,1,623,1,,,,
3/4/2014 18:15,14.2,1,,,3,1,625,1,,,,
3/4/2014 18:30,14.2,1,,,2.9,1,625,1,,,,
3/4/2014 18:45,14.2,1,,,2.9,1,627,1,,,,
3/4/2014 19:00,14.2,1,,,2.8,1,627,1,,,,
3/4/2014 19:15,14.2,1,,,2.8,1,627,1,,,,
3/4/2014 19:30,14.2,1,,,2.5,1,628,1,,,,
3/4/2014 19:45,14.2,1,,,2.5,1,628,1,,,,
3/4/2014 20:00,14.2,1,,,2.5,1,629,1,,,,
3/4/2014 20:15,14.2,1,,,2.4,1,629,1,,,,
3/4/2014 20:30,14.2,1,,,2.5,1,633,1,,,,
3/4/2014 20:45,14.2,1,,,2.5,1,637,1,,,,
3/4/2014 21:00,14.2,1,,,2.3,1,638,1,,,,
3/4/2014 21:15,14.2,1,,,2.5,1,623,1,,,,
3/4/2014 21:30,14.2,1,,,2.3,1,634,1,,,,
3/4/2014 21:45,14.2,1,,,2.4,1,624,1,,,,
3/4/2014 22:00,14.2,1,,,2.5,1,614,1,,,,
3/4/2014 22:15,14.2,1,,,2.4,1,616,1,,,,
3/4/2014 22:30,14.2,1,,,2.6,1,621,1,,,,
3/4/2014 22:45,14.2,1,,,2.5,1,626,1,,,,
3/4/2014 23:00,14.1,1,,,2.6,1,621,1,,,,
3/4/2014 23:15,14.1,1,,,2.9,1,626,1,,,,
3/4/2014 23:30,14.1,1,,,2.6,1,630,1,,,,
3/4/2014 23:45,14.1,1,,,2.6,1,636,1,,,,
3/5/2014 0:00,14.1,1,,,2.6,1,627,1,,,,
3/5/2014 0:15,14.1,1,,,2.9,1,631,1,,,,
3/5/2014 0:30,14.1,1,,,3.1,1,631,1,,,,
3/5/2014 0:45,14.1,1,,,2.8,1,635,1,,,,
3/5/2014 1:00,14,1,,,2.8,1,633,1,,,,
3/5/2014 1:15,14,1,,,2.9,1,635,1,,,,
3/5/2014 1:30,14,1,,,2.8,1,632,1,,,,
3/5/2014 1:45,14,1,,,3,1,631,1,,,,
3/5/2014 2:00,14,1,,,2.8,1,634,1,,,,
3/5/2014 2:15,14,1,,,2.5,1,631,1,,,,
3/5/2014 2:30,14,1,,,2.6,1,639,1,,,,
3/5/2014 2:45,14,1,,,2.9,1,640,1,,,,
3/5/2014 3:00,14,1,,,2.8,1,635,1,,,,
3/5/2014 3:15,14,1,,,3.2,1,628,1,,,,
3/5/2014 3:30,14,1,,,3.1,1,625,1,,,,
3/5/2014 3:45,14,1,,,3.1,1,622,1,,,,
3/5/2014 4:00,14.1,1,,,3,1,619,1,,,,
3/5/2014 4:15,14.1,1,,,2.9,1,625,1,,,,
3/5/2014 4:30,14.1,1,,,2.8,1,621,1,,,,
3/5/2014 4:45,14.1,1,,,2.8,1,621,1,,,,
3/5/2014 5:00,14.1,1,,,2.7,1,623,1,,,,
3/5/2014 5:15,14.1,1,,,2.8,1,628,1,,,,
3/5/2014 5:30,14.1,1,,,3.7,1,623,1,,,,
3/5/2014 5:45,14.1,1,,,3.1,1,624,1,,,,
3/5/2014 6:00,14.1,1,,,3.1,1,627,1,,,,
3/5/2014 6:15,14.1,1,,,3.1,1,633,1,,,,
3/5/2014 6:30,14.1,1,,,2.9,1,634,1,,,,
3/5/2014 6:45,14.1,1,,,2.6,1,637,1,,,,
3/5/2014 7:00,14.1,1,,,3,1,641,1,,,,
3/5/2014 7:15,14.1,1,,,2.8,1,642,1,,,,
3/5/2014 7:30,14,1,,,3,1,645,1,,,,
3/5/2014 7:45,14,1,,,3.1,1,645,1,,,,
3/5/2014 8:00,14,1,,,2.6,1,646,1,,,,
3/5/2014 8:15,14,1,,,6.1,1,645,1,,,,
3/5/2014 8:30,14,1,,,2.5,1,640,1,,,,
3/5/2014 8:45,14,1,,,2.6,1,650,1,,,,
3/5/2014 9:00,14,1,,,3,1,647,1,,,,
3/5/2014 9:15,14.1,1,,,2.9,1,635,1,,,,
3/5/2014 9:30,14.1,1,,,2.6,1,632,1,,,,
3/5/2014 9:45,14.1,1,,,2.5,1,632,1,,,,
3/5/2014 10:00,14.1,1,,,2.5,1,608,1,,,,
3/5/2014 10:15,14.1,1,,,2.6,1,611,1,,,,
3/5/2014 10:30,14.1,1,,,2.8,1,610,1,,,,
3/5/2014 10:45,14.1,1,,,2.7,1,616,1,,,,
3/5/2014 11:00,14.2,1,,,2.9,1,620,1,,,,
3/5/2014 11:15,14.2,1,,,3.2,1,622,1,,,,
3/5/2014 11:30,14.2,1,,,3.1,1,623,1,,,,
3/5/2014 11:45,14.2,1,,,3.2,1,626,1,,,,
3/5/2014 12:00,14.2,1,,,3.1,1,625,1,,,,
3/5/2014 12:15,14.2,1,,,2.8,1,623,1,,,,
3/5/2014 12:30,14.3,1,,,2.8,1,622,1,,,,
3/5/2014 12:45,14.3,1,,,3,1,621,1,,,,
3/5/2014 13:00,14.3,1,,,2.9,1,622,1,,,,
3/5/2014 13:15,14.3,1,,,3.1,1,621,1,,,,
3/5/2014 13:30,14.3,1,,,2.8,1,621,1,,,,
3/5/2014 13:45,14.3,1,,,2.8,1,621,1,,,,
3/5/2014 14:00,14.3,1,,,2.6,1,623,1,,,,
3/5/2014 14:15,14.3,1,,,2.9,1,623,1,,,,
3/5/2014 14:30,14.3,1,,,2.6,1,626,1,,,,
3/5/2014 14:45,14.3,1,,,2.7,1,628,1,,,,
3/5/2014 15:00,14.3,1,,,2.7,1,629,1,,,,
3/5/2014 15:15,14.3,1,,,2.7,1,631,1,,,,
3/5/2014 15:30,14.4,1,,,2.4,1,631,1,,,,
3/5/2014 15:45,14.3,1,,,2.6,1,632,1,,,,
3/5/2014 16:00,14.4,1,,,2.7,1,630,1,,,,
3/5/2014 16:15,14.4,1,,,2.8,1,626,1,,,,
3/5/2014 16:30,14.4,1,,,2.7,1,626,1,,,,
3/5/2014 16:45,14.4,1,,,3,1,621,1,,,,
3/5/2014 17:00,14.4,1,,,3,1,620,1,,,,
3/5/2014 17:15,14.4,1,,,2.7,1,616,1,,,,
3/5/2014 17:30,14.4,1,,,2.8,1,612,1,,,,
3/5/2014 17:45,14.4,1,,,2.8,1,610,1,,,,
3/5/2014 18:00,14.4,1,,,2.8,1,616,1,,,,
3/5/2014 18:15,14.4,1,,,2.8,1,611,1,,,,
3/5/2014 18:30,14.4,1,,,2.6,1,610,1,,,,
3/5/2014 18:45,14.5,1,,,2.9,1,615,1,,,,
3/5/2014 19:00,14.5,1,,,2.7,1,613,1,,,,
3/5/2014 19:15,14.5,1,,,2.6,1,614,1,,,,
3/5/2014 19:30,14.5,1,,,2.5,1,615,1,,,,
3/5/2014 19:45,14.6,1,,,2.9,1,615,1,,,,
3/5/2014 20:00,14.6,1,,,2.5,1,616,1,,,,
3/5/2014 20:15,14.6,1,,,2.6,1,617,1,,,,
3/5/2014 20:30,14.6,1,,,2.3,1,619,1,,,,
3/5/2014 20:45,14.6,1,,,2.6,1,619,1,,,,
3/5/2014 21:00,14.6,1,,,2.4,1,620,1,,,,
3/5/2014 21:15,14.6,1,,,2.3,1,620,1,,,,
3/5/2014 21:30,14.6,1,,,2.1,1,620,1,,,,
3/5/2014 21:45,14.6,1,,,2.1,1,620,1,,,,
3/5/2014 22:00,14.6,1,,,2.1,1,619,1,,,,
3/5/2014 22:15,14.6,1,,,2.3,1,617,1,,,,
3/5/2014 22:30,14.6,1,,,2.2,1,614,1,,,,
3/5/2014 22:45,14.6,1,,,2.1,1,615,1,,,,
3/5/2014 23:00,14.6,1,,,2.2,1,615,1,,,,
3/5/2014 23:15,14.6,1,,,2.3,1,591,1,,,,
3/5/2014 23:30,14.6,1,,,2.3,1,596,1,,,,
3/5/2014 23:45,14.6,1,,,2.1,1,599,1,,,,
3/6/2014 0:00,14.6,1,,,2.3,1,601,1,,,,
3/6/2014 0:15,14.6,1,,,2.2,1,606,1,,,,
3/6/2014 0:30,14.6,1,,,2.2,1,607,1,,,,
3/6/2014 0:45,14.5,1,,,2.4,1,607,1,,,,
3/6/2014 1:00,14.5,1,,,2.4,1,609,1,,,,
3/6/2014 1:15,14.5,1,,,2.3,1,611,1,,,,
3/6/2014 1:30,14.5,1,,,2.1,1,612,1,,,,
3/6/2014 1:45,14.5,1,,,2.3,1,613,1,,,,
3/6/2014 2:00,14.5,1,,,2.3,1,613,1,,,,
3/6/2014 2:15,14.5,1,,,2.1,1,614,1,,,,
3/6/2014 2:30,14.5,1,,,1.8,1,612,1,,,,
3/6/2014 2:45,14.5,1,,,2.2,1,610,1,,,,
3/6/2014 3:00,14.5,1,,,2.5,1,610,1,,,,
3/6/2014 3:15,14.5,1,,,2.2,1,610,1,,,,
3/6/2014 3:30,14.5,1,,,2.6,1,608,1,,,,
3/6/2014 3:45,14.5,1,,,2.4,1,607,1,,,,
3/6/2014 4:00,14.5,1,,,2.3,1,605,1,,,,
3/6/2014 4:15,14.5,1,,,2.8,1,603,1,,,,
3/6/2014 4:30,14.6,1,,,2.8,1,604,1,,,,
3/6/2014 4:45,14.6,1,,,2.6,1,604,1,,,,
3/6/2014 5:00,14.6,1,,,2.5,1,603,1,,,,
3/6/2014 5:15,14.6,1,,,2.8,1,603,1,,,,
3/6/2014 5:30,14.6,1,,,2.6,1,605,1,,,,
3/6/2014 5:45,14.6,1,,,2.5,1,607,1,,,,
3/6/2014 6:00,14.6,1,,,2.5,1,610,1,,,,
3/6/2014 6:15,14.6,1,,,2.5,1,613,1,,,,
3/6/2014 6:30,14.6,1,,,2.8,1,616,1,,,,
3/6/2014 6:45,14.6,1,,,2.9,1,618,1,,,,
3/6/2014 7:00,14.6,1,,,2.9,1,620,1,,,,
3/6/2014 7:15,14.6,1,,,2.8,1,622,1,,,,
3/6/2014 7:30,14.6,1,,,2.7,1,621,1,,,,
3/6/2014 7:45,14.6,1,,,2.9,1,621,1,,,,
3/6/2014 8:00,14.6,1,,,3.4,1,619,1,,,,
3/6/2014 8:15,14.5,1,,,2.6,1,618,1,,,,
3/6/2014 8:30,14.5,1,,,2.6,1,618,1,,,,
3/6/2014 8:45,14.6,1,,,2.9,1,618,1,,,,
3/6/2014 9:00,14.6,1,,,2.5,1,616,1,,,,
3/6/2014 9:15,14.6,1,,,2.4,1,612,1,,,,
3/6/2014 9:30,14.6,1,,,2.6,1,614,1,,,,
3/6/2014 9:45,14.6,1,,,2.9,1,612,1,,,,
3/6/2014 10:00,14.6,1,,,3.2,1,612,1,,,,
3/6/2014 10:15,14.6,1,,,2.9,1,609,1,,,,
3/6/2014 10:30,14.6,1,,,3.2,1,604,1,,,,
3/6/2014 10:45,14.6,1,,,3.5,1,584,1,,,,
3/6/2014 11:00,14.6,1,,,3.5,1,594,1,,,,
3/6/2014 11:15,14.7,1,,,3.1,1,594,1,,,,
3/6/2014 11:30,14.7,1,,,3,1,598,1,,,,
3/6/2014 11:45,14.7,1,,,3.1,1,597,1,,,,
3/6/2014 12:00,14.7,1,,,3.1,1,598,1,,,,
3/6/2014 12:15,14.8,1,,,3.6,1,603,1,,,,
3/6/2014 12:30,14.8,1,,,3.5,1,605,1,,,,
3/6/2014 12:45,14.8,1,,,3.7,1,605,1,,,,
3/6/2014 13:00,14.8,1,,,3.4,1,604,1,,,,
3/6/2014 13:15,14.8,1,,,3.2,1,605,1,,,,
3/6/2014 13:30,14.8,1,,,3.6,1,607,1,,,,
3/6/2014 13:45,14.9,1,,,3.2,1,607,1,,,,
3/6/2014 14:00,14.9,1,,,3.2,1,607,1,,,,
3/6/2014 14:15,14.9,1,,,2.9,1,606,1,,,,
3/6/2014 14:30,14.9,1,,,3.1,1,607,1,,,,
3/6/2014 14:45,14.9,1,,,2.8,1,607,1,,,,
3/6/2014 15:00,14.9,1,,,2.6,1,607,1,,,,
3/6/2014 15:15,14.9,1,,,2.8,1,608,1,,,,
3/6/2014 15:30,14.9,1,,,2.6,1,608,1,,,,
3/6/2014 15:45,14.9,1,,,2.9,1,608,1,,,,
3/6/2014 16:00,15,1,,,2.6,1,609,1,,,,
3/6/2014 16:15,15,1,,,2.6,1,610,1,,,,
3/6/2014 16:30,15,1,,,2.7,1,610,1,,,,
3/6/2014 16:45,15,1,,,3.8,1,610,1,,,,
3/6/2014 17:00,15,1,,,2.4,1,610,1,,,,
3/6/2014 17:15,14.9,1,,,2.3,1,608,1,,,,
3/6/2014 17:30,14.9,1,,,2.7,1,606,1,,,,
3/6/2014 17:45,14.9,1,,,2.6,1,604,1,,,,
3/6/2014 18:00,14.9,1,,,2.9,1,602,1,,,,
3/6/2014 18:15,14.9,1,,,2.9,1,600,1,,,,
3/6/2014 18:30,14.9,1,,,3.7,1,594,1,,,,
3/6/2014 18:45,14.9,1,,,3.6,1,592,1,,,,
3/6/2014 19:00,14.9,1,,,3.9,1,593,1,,,,
3/6/2014 19:15,14.9,1,,,3.7,1,593,1,,,,
3/6/2014 19:30,14.9,1,,,3.7,1,593,1,,,,
3/6/2014 19:45,14.9,1,,,3.6,1,592,1,,,,
3/6/2014 20:00,14.9,1,,,3.6,1,593,1,,,,
3/6/2014 20:15,15,1,,,3.4,1,593,1,,,,
3/6/2014 20:30,15,1,,,3.1,1,595,1,,,,
3/6/2014 20:45,15,1,,,3.1,1,596,1,,,,
3/6/2014 21:00,15,1,,,3.2,1,597,1,,,,
3/6/2014 21:15,15,1,,,3.3,1,597,1,,,,
3/6/2014 21:30,15,1,,,2.5,1,597,1,,,,
3/6/2014 21:45,15.1,1,,,2.6,1,598,1,,,,
3/6/2014 22:00,15.1,1,,,2.7,1,597,1,,,,
3/6/2014 22:15,15,1,,,2.6,1,597,1,,,,
3/6/2014 22:30,15,1,,,2.3,1,598,1,,,,
3/6/2014 22:45,15,1,,,2.3,1,598,1,,,,
3/6/2014 23:00,15,1,,,2.3,1,597,1,,,,
3/6/2014 23:15,15,1,,,2.4,1,596,1,,,,
3/6/2014 23:30,15,1,,,2.5,1,594,1,,,,
3/6/2014 23:45,15,1,,,2.3,1,595,1,,,,
3/7/2014 0:00,15,1,,,2.3,1,594,1,,,,
3/7/2014 0:15,14.9,1,,,2.5,1,589,1,,,,
3/7/2014 0:30,15,1,,,2.5,1,586,1,,,,
3/7/2014 0:45,14.9,1,,,2.5,1,590,1,,,,
3/7/2014 1:00,14.9,1,,,2.5,1,590,1,,,,
3/7/2014 1:15,14.9,1,,,2.6,1,597,1,,,,
3/7/2014 1:30,14.9,1,,,2.6,1,594,1,,,,
3/7/2014 1:45,14.9,1,,,2.6,1,594,1,,,,
3/7/2014 2:00,14.9,1,,,2.5,1,596,1,,,,
3/7/2014 2:15,14.9,1,,,2.5,1,597,1,,,,
3/7/2014 2:30,14.8,1,,,2.4,1,598,1,,,,
3/7/2014 2:45,14.8,1,,,2.4,1,597,1,,,,
3/7/2014 3:00,14.8,1,,,2.5,1,597,1,,,,
3/7/2014 3:15,14.8,1,,,2.2,1,597,1,,,,
3/7/2014 3:30,14.8,1,,,2.5,1,596,1,,,,
3/7/2014 3:45,14.8,1,,,2.3,1,595,1,,,,
3/7/2014 4:00,14.8,1,,,2.2,1,595,1,,,,
3/7/2014 4:15,14.8,1,,,2.5,1,593,1,,,,
3/7/2014 4:30,14.8,1,,,6.8,1,591,1,,,,
3/7/2014 4:45,14.8,1,,,2.8,1,591,1,,,,
3/7/2014 5:00,14.8,1,,,2.8,1,589,1,,,,
3/7/2014 5:15,14.8,1,,,2.9,1,587,1,,,,
3/7/2014 5:30,14.8,1,,,3.1,1,584,1,,,,
3/7/2014 5:45,14.8,1,,,2.9,1,585,1,,,,
3/7/2014 6:00,14.8,1,,,3.1,1,584,1,,,,
3/7/2014 6:15,14.7,1,,,2.9,1,584,1,,,,
3/7/2014 6:30,14.7,1,,,2.9,1,585,1,,,,
3/7/2014 6:45,14.7,1,,,2.9,1,585,1,,,,
3/7/2014 7:00,14.7,1,,,2.6,1,585,1,,,,
3/7/2014 7:15,14.7,1,,,3,1,586,1,,,,
3/7/2014 7:30,14.6,1,,,2.8,1,587,1,,,,
3/7/2014 7:45,14.6,1,,,2.8,1,590,1,,,,
3/7/2014 8:00,14.6,1,,,3.1,1,590,1,,,,
3/7/2014 8:15,14.6,1,,,2.6,1,591,1,,,,
3/7/2014 8:30,14.6,1,,,3.6,1,591,1,,,,
3/7/2014 8:45,14.6,1,,,2.9,1,593,1,,,,
3/7/2014 9:00,14.6,1,,,2.8,1,592,1,,,,
3/7/2014 9:15,14.6,1,,,2.5,1,594,1,,,,
3/7/2014 9:30,14.6,1,,,2.5,1,595,1,,,,
3/7/2014 9:45,14.6,1,,,2.4,1,594,1,,,,
3/7/2014 10:00,14.6,1,,,2.6,1,593,1,,,,
3/7/2014 10:15,14.6,1,,,2.6,1,593,1,,,,
3/7/2014 10:30,14.6,1,,,2.5,1,589,1,,,,
3/7/2014 10:45,14.6,1,,,2.9,1,580,1,,,,
3/7/2014 11:00,14.6,1,,,3.2,1,585,1,,,,
3/7/2014 11:15,14.7,1,,,3.2,1,585,1,,,,
3/7/2014 11:30,14.7,1,,,3.5,1,574,1,,,,
3/7/2014 11:45,14.7,1,,,2.9,1,559,1,,,,
3/7/2014 12:00,14.7,1,,,2.8,1,568,1,,,,
3/7/2014 12:15,14.8,1,,,2.8,1,570,1,,,,
3/7/2014 12:30,14.8,1,,,2.9,1,572,1,,,,
3/7/2014 12:45,14.8,1,,,2.9,1,573,1,,,,
3/7/2014 13:00,14.8,1,,,2.9,1,572,1,,,,
3/7/2014 13:15,14.9,1,,,3.8,1,574,1,,,,
3/7/2014 13:30,14.9,1,,,3,1,576,1,,,,
3/7/2014 13:45,14.9,1,,,2.7,1,579,1,,,,
3/7/2014 14:00,15,1,,,3,1,579,1,,,,
3/7/2014 14:15,15,1,,,2.8,1,580,1,,,,
3/7/2014 14:30,15,1,,,2.8,1,582,1,,,,
3/7/2014 14:45,15,1,,,2.7,1,583,1,,,,
3/7/2014 15:00,15,1,,,3.2,1,584,1,,,,
3/7/2014 15:15,15.1,1,,,2.8,1,585,1,,,,
3/7/2014 15:30,15.1,1,,,2.6,1,585,1,,,,
3/7/2014 15:45,15.1,1,,,2.7,1,586,1,,,,
3/7/2014 16:00,15.1,1,,,2.8,1,586,1,,,,
3/7/2014 16:15,15.1,1,,,2.6,1,587,1,,,,
3/7/2014 16:30,15.1,1,,,2.7,1,586,1,,,,
3/7/2014 16:45,15.1,1,,,3.2,1,588,1,,,,
3/7/2014 17:00,15.1,1,,,2.8,1,589,1,,,,
3/7/2014 17:15,15.1,1,,,2.6,1,589,1,,,,
3/7/2014 17:30,15.1,1,,,2.7,1,590,1,,,,
3/7/2014 17:45,15.1,1,,,2.5,1,591,1,,,,
3/7/2014 18:00,15.1,1,,,2.9,1,591,1,,,,
3/7/2014 18:15,15.1,1,,,2.6,1,590,1,,,,
3/7/2014 18:30,15.1,1,,,2.8,1,587,1,,,,
3/7/2014 18:45,15.1,1,,,2.8,1,584,1,,,,
3/7/2014 19:00,15.1,1,,,2.6,1,584,1,,,,
3/7/2014 19:15,15.1,1,,,2.9,1,582,1,,,,
3/7/2014 19:30,15,1,,,2.7,1,580,1,,,,
3/7/2014 19:45,15,1,,,3.6,1,573,1,,,,
3/7/2014 20:00,15,1,,,3.1,1,572,1,,,,
3/7/2014 20:15,15,1,,,3.3,1,573,1,,,,
3/7/2014 20:30,15,1,,,3.4,1,573,1,,,,
3/7/2014 20:45,15,1,,,3.6,1,573,1,,,,
3/7/2014 21:00,14.9,1,,,3.6,1,572,1,,,,
3/7/2014 21:15,14.9,1,,,4,1,572,1,,,,
3/7/2014 21:30,15,1,,,3.9,1,572,1,,,,
3/7/2014 21:45,15,1,,,3.7,1,572,1,,,,
3/7/2014 22:00,15,1,,,3.9,1,572,1,,,,
3/7/2014 22:15,15,1,,,3.5,1,571,1,,,,
3/7/2014 22:30,15,1,,,3.4,1,571,1,,,,
3/7/2014 22:45,15,1,,,3.1,1,571,1,,,,
3/7/2014 23:00,15,1,,,3.1,1,571,1,,,,
3/7/2014 23:15,15,1,,,3.4,1,571,1,,,,
3/7/2014 23:30,15,1,,,2.9,1,571,1,,,,
3/7/2014 23:45,15,1,,,3.1,1,570,1,,,,
3/8/2014 0:00,15,1,,,3.4,1,570,1,,,,
3/8/2014 0:15,14.9,1,,,2.9,1,570,1,,,,
3/8/2014 0:30,14.9,1,,,2.9,1,567,1,,,,
3/8/2014 0:45,14.9,1,,,2.9,1,567,1,,,,
3/8/2014 1:00,14.9,1,,,3.1,1,569,1,,,,
3/8/2014 1:15,14.9,1,,,2.8,1,569,1,,,,
3/8/2014 1:30,14.9,1,,,2.9,1,569,1,,,,
3/8/2014 1:45,14.9,1,,,2.7,1,562,1,,,,
3/8/2014 2:00,14.9,1,,,2.7,1,557,1,,,,
3/8/2014 2:15,14.9,1,,,2.6,1,562,1,,,,
3/8/2014 2:30,14.9,1,,,2.8,1,565,1,,,,
3/8/2014 2:45,14.9,1,,,2.6,1,567,1,,,,
3/8/2014 3:00,14.9,1,,,2.9,1,571,1,,,,
3/8/2014 3:15,14.8,1,,,2.6,1,570,1,,,,
3/8/2014 3:30,14.8,1,,,2.6,1,571,1,,,,
3/8/2014 3:45,14.8,1,,,2.7,1,572,1,,,,
3/8/2014 4:00,14.8,1,,,2.6,1,571,1,,,,
3/8/2014 4:15,14.8,1,,,2.5,1,572,1,,,,
3/8/2014 4:30,14.8,1,,,2.6,1,574,1,,,,
3/8/2014 4:45,14.8,1,,,2.5,1,573,1,,,,
3/8/2014 5:00,14.8,1,,,2.5,1,572,1,,,,
3/8/2014 5:15,14.8,1,,,2.6,1,569,1,,,,
3/8/2014 5:30,14.8,1,,,2.8,1,569,1,,,,
3/8/2014 5:45,14.8,1,,,2.6,1,567,1,,,,
3/8/2014 6:00,14.8,1,,,2.8,1,567,1,,,,
3/8/2014 6:15,14.8,1,,,3.2,1,564,1,,,,
3/8/2014 6:30,14.8,1,,,3,1,561,1,,,,
3/8/2014 6:45,14.8,1,,,3,1,559,1,,,,
3/8/2014 7:00,14.8,1,,,3,1,559,1,,,,
3/8/2014 7:15,14.7,1,,,3,1,559,1,,,,
3/8/2014 7:30,14.7,1,,,3.5,1,559,1,,,,
3/8/2014 7:45,14.7,1,,,3.2,1,559,1,,,,
3/8/2014 8:00,14.7,1,,,3.1,1,561,1,,,,
3/8/2014 8:15,14.7,1,,,3.6,1,563,1,,,,
