Case_ID,CaseStartDate,WaterBodyName,Landmarks,ReportObservationDate,BloomReport_ID,CountyName,RegionName,Latitude,Longitude,WBTypeName,WaterBodyManager,RecLandManager,AdvisoryRecommendedType,AdvisoryRecommendedDate,AdvisoryLevelCurrentOnMap
875,4/19/2022,Salton Sea,State Recreation Area,8/23/2022,3418,Riverside,Region 7 - Colorado River,33.504516,-115.91813,,,,Caution,8/31/2022,Last verified >30 days ago
875,4/19/2022,Salton Sea,State Recreation Area,8/23/2022,3418,Riverside,Region 7 - Colorado River,33.504516,-115.91813,,,,Caution,8/31/2022,Last verified >30 days ago
875,4/19/2022,Salton Sea,State Recreation Area,8/23/2022,3418,Riverside,Region 7 - Colorado River,33.504516,-115.91813,,,,Caution,8/31/2022,Last verified >30 days ago
875,4/19/2022,Salton Sea,State Recreation Area,8/23/2022,3418,Riverside,Region 7 - Colorado River,33.504516,-115.91813,,,,Caution,8/31/2022,Last verified >30 days ago
875,4/19/2022,Salton Sea,State Recreation Area,8/23/2022,3418,Riverside,Region 7 - Colorado River,33.504516,-115.91813,,,,Caution,8/31/2022,Last verified >30 days ago
875,4/19/2022,Salton Sea,State Recreation Area,8/23/2022,3418,Riverside,Region 7 - Colorado River,33.504516,-115.91813,,,,Caution,8/31/2022,Last verified >30 days ago
875,4/19/2022,Salton Sea,State Recreation Area,8/23/2022,3418,Riverside,Region 7 - Colorado River,33.504516,-115.91813,,,,Caution,8/31/2022,Last verified >30 days ago
874,4/19/2022,Lake Tahoe Inlet ,at Skylandia Beach,2/3/2022,3190,Placer,Region 6 - Lahontan,39.184038,-120.10808,Reservoir,Unknown,Local Public Utility District,None,2/15/2022,Last verified >90 days ago
874,4/19/2022,Lake Tahoe,Pope Beach,3/8/2022,3214,El Dorado,Region 6 - Lahontan,38.93743,-120.03199,Reservoir,Unknown,Unknown,None,3/18/2022,Last verified >90 days ago
874,4/19/2022,Lake Tahoe,Sunnyside Marina Beach,3/8/2022,3215,Placer,Region 6 - Lahontan,39.13877,-120.15305,Reservoir,Unknown,Unknown,None,3/18/2022,Last verified >90 days ago
874,4/19/2022,Lake Tahoe,McKinney Bay,3/29/2022,3219,Placer,Region 6 - Lahontan,39.10406,-120.15959,Reservoir,Unknown,Unknown,None,4/5/2022,Last verified >90 days ago
874,4/19/2022,Taylor Creek,,4/7/2022,3227,El Dorado,Region 6 - Lahontan,38.9412,-120.05994,Wadeable stream,Unknown,United States Forest Service,None,4/13/2022,Last verified >90 days ago
873,4/19/2022,Iron Gate Reservoir ,at Camp Creek (Public Health),1/7/2022,3138,Siskiyou,Region 1 - North Coast,41.972514,-122.43646,Reservoir,PacifiCorp,Unknown,Caution,11/14/2022,Caution
873,4/19/2022,Iron Gate Reservoir ,at Jay Williams Boat Ramp (Public Health),1/7/2022,3137,Siskiyou,Region 1 - North Coast,41.962236,-122.44046,Reservoir,PacifiCorp,Unknown,Caution,11/14/2022,Caution
873,4/19/2022,Iron Gate Reservoir ,at Jay Williams Boat Ramp (Public Health),1/7/2022,3137,Siskiyou,Region 1 - North Coast,41.962236,-122.44046,Reservoir,PacifiCorp,Unknown,Caution,11/14/2022,Caution
873,4/19/2022,Iron Gate Reservoir ,at Log Boom,1/7/2022,3136,Siskiyou,Region 1 - North Coast,41.938219,-122.43224,Reservoir,PacifiCorp,Unknown,Caution,10/20/2022,Caution
872,4/19/2022,Indian Creek Reservoir,Auxiliary Dam (ICR-CB03),4/6/2022,3231,Alpine,Region 6 - Lahontan,38.74743,-119.78287,Reservoir,Unknown,Unknown,Warning,10/21/2022,Warning
872,4/19/2022,Indian Creek Reservoir,Boat Launch  (ICR-CB02),4/6/2022,3230,Alpine,Region 6 - Lahontan,38.750681,-119.77636,Reservoir,Unknown,Unknown,Caution,10/21/2022,Caution
872,4/19/2022,Indian Creek Reservoir,East Shore Dam near Shack  (ICR-CB01),4/6/2022,3229,Alpine,Region 6 - Lahontan,38.752123,-119.77815,Reservoir,Unknown,Unknown,Danger,10/21/2022,Danger
871,4/19/2022,Cache Creek Shady Acres (SHADY01),Cache Creek Shady Acres (SHADY01),2/21/2022,3237,Lake,Region 5 - Central Valley,38.925467,-122.61659,Wadeable stream,Unknown,Unknown,None,2/21/2022,Last verified >90 days ago
870,4/19/2022,Victoria Canal,near Union Point (VCU),3/8/2022,3212,San Joaquin,Region 5 - Central Valley,37.870945,-121.53001,,Unknown,Unknown,Caution,11/9/2022,Caution
869,4/19/2022,Turner Cut ,near San Joaquin River (TRN),1/19/2022,3185,San Joaquin,Region 5 - Central Valley,37.9928,-121.4542,,Unknown,Unknown,Caution,10/21/2022,Caution
868,4/19/2022,Mokelumne River ,near San Joaquin River (MOK),1/6/2022,3181,San Joaquin,Region 5 - Central Valley,38.1061,-121.5711,Wadeable stream,Unknown,Unknown,None,11/1/2022,None
867,4/19/2022,San Luis Reservoir,Pacheco Pumping Plant,3/28/2022,3226,Merced,Region 5 - Central Valley,37.061919,-121.17972,Reservoir,Unknown,Unknown,Caution,11/4/2022,Caution
867,4/19/2022,San Luis Reservoir,Dinosaur Point Boat Launch,6/6/2022,3470,Merced,Region 5 - Central Valley,37.067728,-121.16445,,,,Caution,11/15/2022,Caution
866,4/19/2022,Old River ,at Clifton Court Intake (ORI),3/8/2022,3210,Contra Costa,Region 5 - Central Valley,37.827969,-121.5526,Wadeable stream,Unknown,Unknown,Caution,11/9/2022,Caution
866,4/19/2022,Old River,East of Frank's Tract (FT),8/19/2022,3655,Contra Costa,Region 5 - Central Valley,38.042361,-121.57826,,,,Caution,8/24/2022,Last verified >30 days ago
865,4/19/2022,Old River ,between Franks Tract and San Joaquin River (OSJ),1/6/2022,3180,San Joaquin,Region 5 - Central Valley,38.0711,-121.5789,Wadeable stream,Unknown,Unknown,Caution,11/1/2022,Caution
865,4/19/2022,Old River ,near Quimby Island (ORQ),1/19/2022,3187,San Joaquin,Region 5 - Central Valley,38.0272,-121.5645,Wadeable stream,Unknown,Unknown,None,10/21/2022,None
865,4/19/2022,Old River ,at Mountain House (ORM),3/8/2022,3207,San Joaquin,Region 5 - Central Valley,37.793821,-121.5174,Wadeable stream,Unknown,Unknown,None,11/9/2022,None
865,4/19/2022,Old River,Downstream of the ORT Barrier (ODM),3/8/2022,3208,San Joaquin,Region 5 - Central Valley,37.810958,-121.54443,Wadeable stream,Unknown,Unknown,Caution,11/9/2022,Caution
865,4/19/2022,Old River ,at Tracy Wildlife Association (TWA),3/15/2022,3222,San Joaquin,Region 5 - Central Valley,37.802833,-121.45744,Wadeable stream,Unknown,Unknown,None,11/16/2022,None
865,4/19/2022,Old River,near Doughty Cut (ORX),5/3/2022,3269,San Joaquin,Region 5 - Central Valley,37.813683,-121.38335,,Public entity,Public entity,Caution,10/25/2022,Caution
865,4/19/2022,Old River,Head of Old River  (OH1),5/3/2022,3270,San Joaquin,Region 5 - Central Valley,37.807486,-121.3314,,Other,,Caution,10/25/2022,Caution
865,4/19/2022,Old River,East of Holland Riverside Marina (D28A),7/19/2022,3579,San Joaquin,Region 5 - Central Valley,37.97048,-121.573,,,,Caution,7/22/2022,Last verified >90 days ago
864,4/19/2022,Middle River ,near Mildred Island (HLT),1/19/2022,3186,San Joaquin,Region 5 - Central Valley,38.0031,-121.5108,Wadeable stream,Unknown,Unknown,Caution,10/21/2022,Caution
864,4/19/2022,Middle River ,at Howard Road (MHO),3/15/2022,3220,San Joaquin,Region 5 - Central Valley,37.876203,-121.38332,Wadeable stream,Unknown,Unknown,None,11/16/2022,None
864,4/19/2022,Middle River,at Tracy (MRX),3/15/2022,3223,San Joaquin,Region 5 - Central Valley,37.881335,-121.46742,Wadeable stream,Unknown,Unknown,None,11/16/2022,None
864,4/19/2022,Middle River ,at Undine (MRU),3/15/2022,3221,San Joaquin,Region 5 - Central Valley,37.834001,-121.38572,Wadeable stream,Unknown,Unknown,None,11/16/2022,None
864,4/19/2022,Middle River,South of Kaketan Island,8/23/2022,3677,San Joaquin,Region 5 - Central Valley,37.943582,-121.53361,,,,None,9/1/2022,Last verified >30 days ago
863,4/19/2022,Lake Isabella,Auxiliary Dam Boat Launch (17),2/2/2022,3198,Kern,Region 5 - Central Valley,35.644007,-118.46706,Reservoir,County Environmental Health Department,County Environmental Health Department,None,11/14/2022,None
863,4/19/2022,Lake Isabella,French Gulch Campground E (3),2/2/2022,3195,Kern,Region 5 - Central Valley,35.655589,-118.47789,Reservoir,County Environmental Health Department,County Environmental Health Department,None,11/14/2022,None
863,4/19/2022,Lake Isabella,French Gulch Campground W (2),2/2/2022,3194,Kern,Region 5 - Central Valley,35.655093,-118.47945,Reservoir,County Environmental Health Department,County Environmental Health Department,None,11/14/2022,None
863,4/19/2022,Lake Isabella,French Gulch Marina (1),2/2/2022,3193,Kern,Region 5 - Central Valley,35.650634,-118.48391,Reservoir,County Environmental Health Department,County Environmental Health Department,None,11/14/2022,None
863,4/19/2022,Lake Isabella,Old Isabella Road (16),2/2/2022,3197,Kern,Region 5 - Central Valley,35.65204,-118.45982,Reservoir,County Environmental Health Department,County Environmental Health Department,None,11/14/2022,None
863,4/19/2022,Lake Isabella,South Fork Marina (15),2/2/2022,3196,Kern,Region 5 - Central Valley,35.66013,-118.43819,Reservoir,County Environmental Health Department,County Environmental Health Department,None,11/14/2022,None
863,4/19/2022,Lake Isabella,Camp Nine South (8),4/11/2022,3252,Kern,Region 5 - Central Valley,35.68579,-118.44128,Reservoir,Unknown,Unknown,Danger,8/11/2022,Last verified >90 days ago
863,4/19/2022,Lake Isabella,Paradise Cove (14),4/11/2022,3253,Kern,Region 5 - Central Valley,35.65237,-118.42599,Reservoir,Unknown,Unknown,Danger,8/11/2022,Last verified >90 days ago
863,4/19/2022,Lake Isabella,Boulder Gulch Campground (4),6/22/2022,3496,Kern,Region 3 - Central Coast,35.670838,-118.4655,,,,None,6/29/2022,Last verified >90 days ago
862,4/19/2022,Grant Line Canal,near Old River (GLC),3/8/2022,3209,San Joaquin,Region 5 - Central Valley,37.820152,-121.54463,,Unknown,Unknown,Caution,11/9/2022,Caution
862,4/19/2022,Grant Line Canal,East of Temporary Barrier (GLE),5/3/2022,3268,San Joaquin,Region 5 - Central Valley,37.82025,-121.4349,,,,Caution,10/25/2022,Caution
861,4/19/2022,Fisherman's Cut ,near San Joaquin River (FCT),1/6/2022,3182,San Joaquin,Region 5 - Central Valley,38.0678,-121.6488,,Unknown,Unknown,Caution,11/1/2022,Caution
860,4/19/2022,False River ,near San Joaquin River (FAL),1/6/2022,3183,Contra Costa,Region 5 - Central Valley,38.0558,-121.6669,Wadeable stream,Unknown,Unknown,Caution,11/1/2022,Caution
859,4/19/2022,Clear Lake,Clearlake Oaks near Water Intake (CLOAKS01),2/21/2022,3238,Lake,Region 5 - Central Valley,39.01929,-122.67514,Reservoir,Unknown,Unknown,Caution,11/10/2022,Caution
859,4/19/2022,Clear Lake,Elem Indian Colony (ELEM01),2/21/2022,3239,Lake,Region 5 - Central Valley,39.0094,-122.67383,Reservoir,Unknown,Unknown,None,11/10/2022,None
859,4/19/2022,Clear Lake,Keeling Park (KP01),2/21/2022,3240,Lake,Region 5 - Central Valley,39.121277,-122.85554,Reservoir,Unknown,Unknown,Caution,11/10/2022,Caution
859,4/19/2022,Clear Lake," Lower Arm, UCD site (LA-03)",2/21/2022,3251,Lake,Region 5 - Central Valley,38.983,-122.717,Reservoir,Unknown,Unknown,None,10/28/2022,None
859,4/19/2022,Clear Lake," Narrows, UCD site (NR-02)",2/21/2022,3247,Lake,Region 5 - Central Valley,39.028,-122.745,Reservoir,Unknown,Unknown,None,10/28/2022,None
859,4/19/2022,Clear Lake,"Oaks Arm, Center of the Lake (DWR Site CL-4)",2/21/2022,3246,Lake,Region 5 - Central Valley,39.0116,-122.69611,Reservoir,Unknown,Unknown,Danger,10/28/2022,Danger
859,4/19/2022,Clear Lake,Lakeport 1st Street Ramp (LPTNT),2/21/2022,3241,Lake,Region 5 - Central Valley,39.042359,-122.91287,Reservoir,Unknown,Unknown,Caution,11/10/2022,Caution
859,4/19/2022,Clear Lake,Buckingham Park (BP),2/21/2022,3236,Lake,Region 5 - Central Valley,39.000958,-122.75073,Reservoir,Unknown,Unknown,None,11/10/2022,None
859,4/19/2022,Clear Lake,"Lower Arm, Center of the Lake (DWR site CL-3)",2/21/2022,3250,Lake,Region 5 - Central Valley,38.9643,-122.67888,Reservoir,Unknown,Unknown,Caution,10/28/2022,Caution
859,4/19/2022,Clear Lake,Lucerne Harbor Park (LUC01),2/21/2022,3233,Lake,Region 5 - Central Valley,39.089696,-122.79611,Reservoir,"San Diego County Water Authority, Unknown","Public entity, Unknown",None,11/10/2022,None
859,4/19/2022,Clear Lake,Austin Park (AP01),2/21/2022,3234,Lake,Region 5 - Central Valley,38.95983,-122.65027,Reservoir,Unknown,Unknown,None,11/10/2022,None
859,4/19/2022,Clear Lake,"Oaks Arm, UCD site (OA-04)",2/21/2022,3249,Lake,Region 5 - Central Valley,39.0127,-122.699,Reservoir,Unknown,Unknown,Caution,10/28/2022,Caution
859,4/19/2022,Clear Lake,Redbud Park (RED01),2/21/2022,3242,Lake,Region 5 - Central Valley,38.948472,-122.63778,Reservoir,Unknown,Unknown,Danger,11/10/2022,Danger
859,4/19/2022,Clear Lake,Tule Boat Launch (The Point) (BVCL6),5/18/2022,3235,Lake,Region 5 - Central Valley,39.026872,-122.88674,Reservoir,Unknown,Unknown,None,11/10/2022,None
859,4/19/2022,Clear Lake,"Upper Arm, Center of the Lake (DWR site CL-1)",2/21/2022,3243,Lake,Region 5 - Central Valley,39.0632,-122.86611,Reservoir,Unknown,Unknown,None,10/28/2022,None
859,4/19/2022,Clear Lake,"Upper Arm, UCD site (UA-01)",2/21/2022,3248,Lake,Region 5 - Central Valley,39.024,-122.788,Reservoir,Unknown,Unknown,None,10/28/2022,None
859,4/19/2022,Clear Lake,"Upper Arm, UCD site (UA-06)",2/21/2022,3245,Lake,Region 5 - Central Valley,39.061,-122.817,Reservoir,Unknown,Unknown,None,10/28/2022,None
859,4/19/2022,Clear Lake,"Upper Arm, UCD site (UA-08)",2/21/2022,3244,Lake,Region 5 - Central Valley,39.094,-122.847,Reservoir,Unknown,Unknown,None,10/28/2022,None
859,4/19/2022,Clear Lake,Jago Bay (JB),5/4/2022,3295,Lake,Region 5 - Central Valley,38.948856,-122.66023,,,,Caution,11/10/2022,Caution
859,4/19/2022,Clear Lake,Cache Creek Shady Acres (SHADY01),5/10/2022,3316,Lake,Region 5 - Central Valley,38.925467,-122.61659,,,,Caution,11/10/2022,Caution
859,4/19/2022,Clear Lake,Glenhaven (GH),5/10/2022,3317,Lake,Region 5 - Central Valley,39.026636,-122.7348,,,,None,11/10/2022,None
859,4/19/2022,Clear Lake,Horseshoe Bend (HB),5/10/2022,3318,Lake,Region 5 - Central Valley,39.011864,-122.76051,,,,None,11/10/2022,None
859,4/19/2022,Clear Lake,County Park (CP),5/10/2022,3319,Lake,Region 5 - Central Valley,39.0287,-122.84863,,,,None,11/10/2022,None
859,4/19/2022,Clear Lake,Clearlake Keys (KEYS03),5/10/2022,3320,Lake,Region 5 - Central Valley,39.0239133,-122.67175,,,,None,8/4/2022,Last verified >90 days ago
859,4/19/2022,Clear Lake, Soda Bay Cove (CLV7),5/10/2022,3321,Lake,Region 5 - Central Valley,39.003128,-122.79816,,,,None,11/10/2022,None
859,4/19/2022,Clear Lake,West of Sulphur Bank Mercury Mine (SBMMEL01),5/10/2022,3323,Lake,Region 5 - Central Valley,38.99986,-122.6712,,,,None,11/10/2022,None
859,4/19/2022,Clear Lake, Rodman Slough (RODS),5/10/2022,3322,Lake,Region 5 - Central Valley,39.118142,-122.88643,,,,None,9/22/2022,Last verified >30 days ago
859,4/19/2022,Clear Lake, Lily Cove (LC01),6/6/2022,3471,Lake,Region 5 - Central Valley,38.981029,-122.68986,,,,Caution,11/10/2022,Caution
858,4/19/2022,Lake Chabot (Alameda Co),lake-wide,1/4/2022,3281,Alameda,Region 2 - San Francisco Bay,37.726948,-122.11221,Lake,,East Bay Regional Park District,Caution,10/18/2022,Last verified >30 days ago
857,4/19/2022,Tule Lake Wildlife Refuge,Sump 1A boat ramp,1/7/2022,3164,Siskiyou,Region 1 - North Coast,41.90691,-121.5647,Reservoir,United States Fish and Wildlife,Unknown,None,11/2/2022,None
857,4/19/2022,Tule Lake Wildlife Refuge,Sump 1A near levee,1/7/2022,3163,Siskiyou,Region 1 - North Coast,41.9435,-121.52009,Reservoir,United States Fish and Wildlife,Unknown,None,11/2/2022,None
857,4/19/2022,Tule Lake Wildlife Refuge,Sump 1A southwest shore.,1/7/2022,3165,Siskiyou,Region 1 - North Coast,41.87326,-121.54321,Reservoir,United States Fish and Wildlife,Unknown,None,11/2/2022,None
857,4/19/2022,Tule Lake Wildlife Refuge,Sump 1B northwest corner,1/7/2022,3166,Siskiyou,Region 1 - North Coast,41.8555,-121.49242,Reservoir,United States Fish and Wildlife,Unknown,None,11/2/2022,None
856,4/19/2022,Mill Creek near Ukiah,Mill Creek near Ukiah.,2/21/2022,3204,Mendocino,Region 1 - North Coast,39.130925,-123.12769,Wadeable stream,County Environmental Health Department,County Environmental Health Department,None,3/11/2022,Last verified >90 days ago
855,4/19/2022,Klamath River ,at South Slough RM 0.1,1/7/2022,3149,Del Norte,Region 1 - North Coast,41.53638,-124.07563,Wadeable stream,Yurok Tribe,Unknown,NA - refer to Report Details,11/10/2022,NA - refer to Report Details
855,4/19/2022,Klamath River ,Estuary (RM 0.5),1/7/2022,3150,Del Norte,Region 1 - North Coast,41.54531,-124.07296,Wadeable stream,Yurok Tribe,Unknown,NA - refer to Report Details,11/10/2022,NA - refer to Report Details
855,4/19/2022,Klamath River ,near Klamath (RM 6.0),1/7/2022,3148,Del Norte,Region 1 - North Coast,41.50949,-123.98129,Wadeable stream,Yurok Tribe,Unknown,NA - refer to Report Details,11/10/2022,NA - refer to Report Details
854,4/19/2022,Klamath River ,at Orleans (USGS) (RM 59.1; Baseline),1/7/2022,3145,Humboldt,Region 1 - North Coast,41.30713,-123.5311,Wadeable stream,Karuk Tribe,Unknown,None,11/10/2022,None
854,4/19/2022,Klamath River ,at Saints Rest,1/7/2022,3151,Humboldt,Region 1 - North Coast,41.187,-123.678,Wadeable stream,Hoopa Tribe,Unknown,None,11/10/2022,None
854,4/19/2022,Klamath River ,below Trinity River RM 38.5.,1/7/2022,3147,Humboldt,Region 1 - North Coast,41.22662,-123.77241,Wadeable stream,Yurok Tribe,Unknown,NA - refer to Report Details,10/20/2022,NA - refer to Report Details
854,4/19/2022,Klamath River ,at Weitchpec (RM 43.5),1/7/2022,3146,Humboldt,Region 1 - North Coast,41.18575,-123.70852,Wadeable stream,Yurok Tribe,Unknown,NA - refer to Report Details,11/10/2022,NA - refer to Report Details
853,4/19/2022,Klamath River ,above Shovel Creek (RM 206.42),1/7/2022,3131,Siskiyou,Region 1 - North Coast,41.972434,-122.2016,Wadeable stream,PacifiCorp,Unknown,None,10/20/2022,None
853,4/19/2022,Klamath River ,at Brown Bear River Access (RM 150.00),1/7/2022,3142,Siskiyou,Region 1 - North Coast,41.82307,-122.96197,Wadeable stream,Karuk Tribe,Unknown,None,10/31/2022,None
853,4/19/2022,Klamath River ,at I-5 Rest Area (RM 179.20; Public Health),1/7/2022,3140,Siskiyou,Region 1 - North Coast,41.85695,-122.57085,Wadeable stream,Karuk Tribe,Unknown,None,10/31/2022,None
853,4/19/2022,Klamath River ,at Walker Bridge (RM 156.26),1/7/2022,3141,Siskiyou,Region 1 - North Coast,41.83741,-122.86481,Wadeable stream,Karuk Tribe,Unknown,None,11/10/2022,None
853,4/19/2022,Klamath River ,below Copco Dam ,1/7/2022,3135,Siskiyou,Region 1 - North Coast,41.972895,-122.3644,Wadeable stream,PacifiCorp,Unknown,Caution,10/20/2022,Caution
853,4/19/2022,Klamath River ,below Happy Camp (RM 101.3; Baseline),1/7/2022,3144,Siskiyou,Region 1 - North Coast,41.77402,-123.39635,Wadeable stream,Karuk Tribe,Unknown,None,10/31/2022,None
853,4/19/2022,Klamath River ,below Iron Gate Reservoir.,1/7/2022,3139,Siskiyou,Region 1 - North Coast,41.9309941,-122.44206,Wadeable stream,Karuk Tribe,Unknown,None,11/10/2022,None
853,4/19/2022,Klamath River ,below J.C. Boyle Dam (RM 224.60).,1/7/2022,3129,Siskiyou,Region 1 - North Coast,42.121222,-122.04927,Wadeable stream,PacifiCorp,Unknown,NA - refer to Report Details,10/20/2022,NA - refer to Report Details
853,4/19/2022,Klamath River ,below Seiad (RM 128.5; Baseline),1/7/2022,3143,Siskiyou,Region 1 - North Coast,41.84233,-123.22011,Wadeable stream,Karuk Tribe,Unknown,None,11/10/2022,None
853,4/19/2022,Klamath River ,below USGS Gage (RM 219.50).,1/7/2022,3130,Siskiyou,Region 1 - North Coast,42.087,-122.075,Wadeable stream,PacifiCorp,Unknown,NA - refer to Report Details,10/20/2022,NA - refer to Report Details
852,4/19/2022,Big Lagoon,Lagoonwide,3/21/2022,3224,Humboldt,Region 1 - North Coast,41.173458,-124.11614,,County Environmental Health Department,California State Parks,None,10/31/2022,None
852,4/19/2022,Big Lagoon,Lagoonwide,3/21/2022,3224,Humboldt,Region 1 - North Coast,41.173458,-124.11614,,County Environmental Health Department,California State Parks,None,10/31/2022,None
852,4/19/2022,Big Lagoon,Lagoonwide,3/21/2022,3224,Humboldt,Region 1 - North Coast,41.173458,-124.11614,,County Environmental Health Department,California State Parks,None,10/31/2022,None
851,1/1/2021,"Yucaipa Regional Park-Bottom Lake, South West Corner","Waterbody name submitted:Yucaipa Regional Park-Bottom Lake, South West Corner;Landmark submitted:None",5/12/2021,2701,San Bernardino,Region 8 - Santa Ana,34.050141,-117.0511,Reservoir,Unknown,Local Park and Recreation Department,None,6/29/2021,Last verified >90 days ago
851,1/1/2021,"Yucaipa Regional Park-Top Lake, South East Corner","Waterbody name submitted:Yucaipa Regional Park-Top Lake, South East Corner;Landmark submitted:None",5/12/2021,2702,San Bernardino,Region 8 - Santa Ana,34.056738,-117.0457,Reservoir,Unknown,Local Park and Recreation Department,None,6/29/2021,Last verified >90 days ago
851,1/1/2021,Yucaipa Regional Park-Middle Lake,Waterbody name submitted:Yucaipa Regional Park-Middle Lake;Landmark submitted:None,6/21/2021,2782,San Bernardino,Region 8 - Santa Ana,34.053187,-117.04962,Reservoir,Unknown,Unknown,None,7/2/2021,Last verified >90 days ago
851,1/1/2021,Yucaipa Regional Park-NorthEast by Redwood Stream,Waterbody name submitted:Yucaipa Regional Park-NorthEast by Redwood Stream.;Landmark submitted:None,9/15/2021,3065,San Benito,Region 8 - Santa Ana,34.052036,-117.050084,Wadeable stream,Unknown,Unknown,Caution,10/5/2021,Last verified >90 days ago
851,1/1/2021,Yucaipa Regional Park-South East Bank by Playground,Waterbody name submitted:Yucaipa Regional Park-South East Bank by Playground.;Landmark submitted:None,9/15/2021,3064,San Bernardino,Region 8 - Santa Ana,34.054485,-17.047491,,Unknown,Unknown,Caution,9/29/2021,Last verified >90 days ago
851,1/1/2021,Yucaipa Regional Park-SouthWest Bank Top Lake,Waterbody name submitted:Yucaipa Regional Park-SouthWest Bank Top Lake.;Landmark submitted:None,9/15/2021,3063,San Bernardino,Region 8 - Santa Ana,34.056803,-117.04578,Reservoir,Unknown,Unknown,Caution,9/29/2021,Last verified >90 days ago
850,1/1/2021,Yellow Creek ~0.4mi above NF Feather River,Waterbody name submitted:Yellow Creek ~0.4mi above NF Feather River.;Landmark submitted:None,9/7/2021,3046,Plumas,Region 5 - Central Valley,40.012071,-121.2475,Wadeable stream,Unknown,Unknown,Caution,9/20/2021,Last verified >90 days ago
847,1/1/2021,"Wister Wildlife Unit, cell 312c","Waterbody name submitted:Wister Wildlife Unit, cell 312c.;Landmark submitted:None",8/4/2021,2959,Imperial,Region 7 - Colorado River,33.296252,-115.60778,,Unknown,Unknown,None,9/2/2021,Last verified >90 days ago
846,1/1/2021,Willow Creek (North Fork) 114,Waterbody name submitted:Willow Creek (North Fork) 114;Landmark submitted:None,6/22/2021,2820,Madera,Unknown Region,37.40073,-119.56684,Wadeable stream,Unknown,Unknown,None,7/1/2021,Last verified >90 days ago
845,1/1/2021,irrigation ditch between Road 95 and 96 west of Davis,Waterbody name submitted:irrigation ditch between Road 95 and 96 west of Davis;Landmark submitted:None,7/7/2021,2852,Yolo,Region 5 - Central Valley,38.550821,-121.85862,,Irrigation District,Unknown,Caution,7/9/2021,Last verified >90 days ago
844,1/1/2021,Wet Meadows Reservoir,,8/1/2021,2941,Alpine,Region 6 - Lahontan,38.603005,-119.86755,Reservoir,Unknown,Unknown,None,8/31/2021,Last verified >90 days ago
843,1/1/2021,Camden Lake,"western most area of Camden Lake,  closest to Allister Way",8/11/2021,2965,Sacramento,Region 5 - Central Valley,38.429186,-121.38492,Reservoir,Unknown,Unknown,Caution,9/2/2021,Last verified >90 days ago
841,1/1/2021,Walker Creek ,~0.8 above Klamath River,7/21/2021,2939,Siskiyou,Region 1 - North Coast,41.8260836,-123.1667,Wadeable stream,Unknown,Unknown,Caution,7/30/2021,Last verified >90 days ago
840,1/1/2021,Upper Mill Creek Ponds,Upper Mill Creek Dam fence,10/15/2021,3085,Mendocino,Region 1 - North Coast,39.127517,-123.13003,Wadeable stream,Unknown,Unknown,None,10/27/2021,Last verified >90 days ago
839,1/1/2021,Unnamed Creek along trail,,8/19/2021,3021,Marin,Region 5 - Central Valley,37.6168201,-119.8374,Wadeable stream,Unknown,United States Forest Service,Algal mat general awareness sign,9/8/2021,Last verified >90 days ago
838,1/1/2021,Tuolumne River,(Middle Fk) 108,9/27/2021,3071,Tuolumne,Region 5 - Central Valley,37.868693,-119.90423,Wadeable stream,Unknown,Unknown,Caution,10/7/2021,Last verified >90 days ago
837,1/1/2021,Trinity River ,east of south fork,7/7/2021,2870,Trinity,Region 1 - North Coast,40.889993,-123.60083,Wadeable stream,Unknown,County Environmental Health Department,Caution,7/15/2021,Last verified >90 days ago
837,1/1/2021,Tuolumne River,nr Santa Fe Drive,7/12/2021,2881,Stanislaus,Region 5 - Central Valley,37.623431,-120.89812,Wadeable stream,Unknown,Unknown,Caution,7/16/2021,Last verified >90 days ago
837,1/1/2021,Trinity River,above Big Flat,7/27/2021,2921,Trinity,Region 1 - North Coast,40.73613,-123.19357,Wadeable stream,Unknown,Unknown,Algal mat alert sign,7/27/2021,Last verified >90 days ago
837,1/1/2021,Trinity River ,above North Fork Confluence,7/27/2021,2923,Trinity,Region 1 - North Coast,40.77044,-123.12505,Wadeable stream,Unknown,Unknown,Algal mat alert sign,7/27/2021,Last verified >90 days ago
837,1/1/2021,Trinity River ,along Highway 299,7/27/2021,2912,Trinity,Region 1 - North Coast,40.78913,-123.43201,Wadeable stream,Unknown,Unknown,Algal mat alert sign,7/27/2021,Last verified >90 days ago
837,1/1/2021,Trinity River ,at Pigeon Point,7/27/2021,2922,Trinity,Region 1 - North Coast,40.76778,-123.1329,Wadeable stream,Unknown,Unknown,Algal mat alert sign,8/9/2021,Last verified >90 days ago
837,1/1/2021,Trinity River ,at Shasta-Trinity Picnic Area,7/27/2021,2919,Trinity,Region 1 - North Coast,40.75455,-123.28374,Wadeable stream,Unknown,Unknown,Algal mat alert sign,7/27/2021,Last verified >90 days ago
837,1/1/2021,Trinity River ,at Tonys Point,7/27/2021,2915,Trinity,Region 1 - North Coast,40.78251,-123.34684,Wadeable stream,"California Department of Water Resources, United States Bureau of Reclamation, Unknown","California State Parks, East Bay Municipal Utility District, Unknown",Algal mat alert sign,7/27/2021,Last verified >90 days ago
837,1/1/2021,Trinity River ,below Coopers Bar,7/27/2021,2924,Trinity,Region 1 - North Coast,40.7663,-123.10748,Wadeable stream,Unknown,Unknown,Algal mat alert sign,7/27/2021,Last verified >90 days ago
